"","X","Tree","NumberOfVariantsInModel","RateOfChange","Repetition","Sample","NumberOfVariantsObserved","loglik_drift","loglik_selectiononestate","loglik_pathways","loglik_pathwaystoone","loglik_unconstrained","phylosigLambda","phylosigK","BayestraitsIndependent_CladeA","BayestraitsDependent_CladeA","BayestraitsIndependent_Ecology","BayestraitsDependent_Ecology","loglik_pathwaysfromone","BayestraitsMultistate_Free","BayestraitsMultistate_Equal","Pathway_impossible","simulation_variant","ml_model_supported","chisq_p_selectionwronglysupported_df","chisq_p_selectionwronglysupported","chisq_p_selectiontoonestatewronglysupported","selectionwronglysupportedsignificant","selectiontoonewronglysupportedsignificant","chisq_p_selectiontoonestatewronglysupported_df","BT_dependent_CladeA_better","BT_dependent_Forest_better","samplesize","horizontaltransmission","diversityrepresented","BT_MultistateFree_better","chisq_BT_MultitstateFree_better","chisq_BT_CladeAdependent_better","chisq_BT_Forestdependent_better","BT_MultitstateFree_wronglysupported","BT_CladeAdependent_wronglysupported","BT_Forestdependent_wronglysupported","X.1","BT_Multistate_nonconvergence"
"295",300,"Latetree",2,3,1,"Ecologyloss",2,-29.1477318334247,-29.1336238053957,-29.8307640736717,-44.548192090517,-29.1336238053957,1.00322314926575,0.308320701740766,NA,NA,NA,NA,-31.9484507484664,NA,NA,FALSE,"drift_two_fast","loglik_selectiononestate",0.866601880216626,0.866601880216626,0.866601880216626,0,0,0.866601880216626,NA,NA,306,"No",1,NA,NA,NA,NA,NA,NA,NA,295,NA
"296",301,"Latetree",2,3,1,"horizontal10",2,-122.956423237221,-122.904712381508,-123.64957376782,-212.867147837137,-122.904712381508,1.00322314926575,0.308320701740766,-126.392108,-123.935782,-191.094758,-187.963195,-158.504004383863,NA,NA,FALSE,"drift_two_fast","loglik_selectiononestate",0.747761455397577,0.747761455397577,0.747761455397577,0,0,0.747761455397577,4.91265199999998,NA,306,"Yes",1,NA,NA,0.296377937029576,NA,NA,0,NA,296,NA
"297",302,"Latetree",2,3,1,"horizontalClade10",2,-26.8740308839129,-25.3605082022294,-27.338764837126,-29.1370634659729,-25.3605082022294,1.00322314926575,0.308320701740766,-28.847904,-25.696953,-93.550554,-92.611494,-30.5395352050457,NA,NA,FALSE,"drift_two_fast","loglik_selectiononestate",0.0818870087049592,0.0818870087049592,0.0818870087049592,0,0,0.0818870087049592,6.301902,NA,306,"Yes",1,NA,NA,0.177707998179473,NA,NA,0,NA,297,NA
"298",303,"Latetree",2,3,1,"horizontalEcology10",2,-100.580982499687,-92.6692205344766,-101.274131588786,-120.902110609861,-92.6692205344766,1.00322314926575,0.308320701740766,-96.156616,-94.949434,-160.859266,-157.67213,-171.246315144765,NA,NA,FALSE,"drift_two_fast","loglik_selectiononestate",6.95326426216614e-05,6.95326426216614e-05,6.95326426216614e-05,1,1,6.95326426216614e-05,2.41436400000001,NA,306,"Yes",1,NA,NA,0.660033022421743,NA,NA,0,NA,298,NA
"299",304,"Latetree",2,3,1,"horizontalNeighbor10",2,-110.563821457043,-106.843885020595,-111.256971678346,-170.965738294018,-106.843885020595,1.00322314926575,0.308320701740766,-110.33128,-107.710798,-175.033931,-173.288609,-169.219568367892,NA,NA,FALSE,"drift_two_fast","loglik_selectiononestate",0.00637943963542387,0.00637943963542387,0.00637943963542387,1,1,0.00637943963542387,5.24096400000002,NA,306,"Yes",1,NA,NA,0.2634544387674,NA,NA,0,NA,299,NA
"300",305,"Latetree",2,3,2,"full",2,-49.0112077177343,-48.9953256949903,-49.7025971480263,-59.5685874761326,-48.9953256949903,1.00322314926575,0.33278598329203,-52.482721,-51.448688,-117.185371,-113.266089,-60.8650473507283,NA,NA,NA,"drift_two_fast","loglik_selectiononestate",0.858546508497302,0.858546508497302,0.858546508497302,0,0,0.858546508497302,2.068066,NA,306,"No",1,NA,NA,0.723241217490752,NA,NA,0,NA,300,NA
"301",306,"Latetree",2,3,2,"cladeA",2,-16.790273628305,-16.7631054108303,-17.3740683267083,-22.7392372045715,-16.7631054108303,1.00322314926575,0.33278598329203,NA,NA,NA,NA,-23.753652163738,NA,NA,FALSE,"drift_two_fast","loglik_selectiononestate",0.815682380879159,0.815682380879159,0.815682380879159,0,0,0.815682380879159,NA,NA,113,"No",1,NA,NA,NA,NA,NA,NA,NA,301,NA
"302",307,"Latetree",2,3,2,"cladeB",2,-2.88566665786126,-2.7834472392549,-3.47725214003085,-3.04786505780072,-2.7834472392549,1.00322314926575,0.33278598329203,NA,NA,NA,NA,NA,NA,NA,FALSE,"drift_two_fast","loglik_selectiononestate",0.651161551081626,0.651161551081626,0.651161551081626,0,0,0.651161551081626,NA,NA,21,"No",1,NA,NA,NA,NA,NA,NA,NA,302,NA
"303",308,"Latetree",2,3,2,"cladeC",2,-3.59867506620122,-3.57675872549127,-3.6227317507967,-3.89326831099689,-3.57675872549127,1.00322314926575,0.33278598329203,NA,NA,NA,NA,-3.57675872549127,NA,NA,FALSE,"drift_two_fast","loglik_selectiononestate",0.834165218071617,0.834165218071617,0.834165218071617,0,0,0.834165218071617,NA,NA,78,"No",1,NA,NA,NA,NA,NA,NA,NA,303,NA
"304",309,"Latetree",2,3,2,"cladeD",2,-18.4418380214604,-18.2633471765061,-19.1084731183654,-20.8313085633197,-18.2633471765061,1.00322314926575,0.33278598329203,NA,NA,NA,NA,-19.5036045115377,NA,NA,FALSE,"drift_two_fast","loglik_selectiononestate",0.550187324948611,0.550187324948611,0.550187324948611,0,0,0.550187324948611,NA,NA,81,"No",1,NA,NA,NA,NA,NA,NA,NA,304,NA
"305",310,"Latetree",2,3,2,"cladeE",2,-2.99797532232109,-2.75091489539049,-3.18673034375775,-2.82213358592368,-2.75091489539049,1.00322314926575,0.33278598329203,NA,NA,NA,NA,-3.02903046996338,NA,NA,FALSE,"drift_two_fast","loglik_selectiononestate",0.482094821943773,0.482094821943773,0.482094821943773,0,0,0.482094821943773,NA,NA,48,"No",1,NA,NA,NA,NA,NA,NA,NA,305,NA
"306",311,"Latetree",2,3,2,"cladeF",2,-2.69233475941635,-2.69231014588012,-3.3825412647409,-2.78789382092166,-2.69231014588012,1.00322314926575,0.33278598329203,NA,NA,NA,NA,-2.77196892870032,NA,NA,FALSE,"drift_two_fast","loglik_selectiononestate",0.994401927704238,0.994401927704238,0.994401927704238,0,0,0.994401927704238,NA,NA,34,"No",1,NA,NA,NA,NA,NA,NA,NA,306,NA
"307",312,"Latetree",2,3,2,"ThreeQuarterSample",2,-39.202102164531,-39.1245951208767,-39.8952267522276,-48.3439893377224,-39.1245951208767,1.00322314926575,0.33278598329203,NA,NA,NA,NA,-51.7022959085887,NA,NA,FALSE,"drift_two_fast","loglik_selectiononestate",0.693789040656822,0.693789040656822,0.693789040656822,0,0,0.693789040656822,NA,NA,200,"No",1,NA,NA,NA,NA,NA,NA,NA,307,NA
"308",313,"Latetree",2,3,2,"HalfSample",2,-31.7719257535649,-31.3148012644896,-32.4612620167524,-34.4719501309148,-31.3148012644896,1.00322314926575,0.33278598329203,NA,NA,NA,NA,-42.7859841887569,NA,NA,FALSE,"drift_two_fast","loglik_selectiononestate",0.338989547655259,0.338989547655259,0.338989547655259,0,0,0.338989547655259,NA,NA,103,"No",1,NA,NA,NA,NA,NA,NA,NA,308,NA
"309",314,"Latetree",2,3,2,"Rarelost",2,-41.8582177208153,-41.7287213448494,-42.5461510097779,-53.4650433994818,-41.7287213448494,1.00322314926575,0.33278598329203,NA,NA,NA,NA,-52.8547708444116,NA,NA,FALSE,"drift_two_fast","loglik_selectiononestate",0.610812993568752,0.610812993568752,0.610812993568752,0,0,0.610812993568752,NA,NA,290,"No",1,NA,NA,NA,NA,NA,NA,NA,309,NA
"310",315,"Latetree",2,3,2,"Frequentlost",2,-38.343218034297,-38.3240379644695,-39.0358775766706,-44.6921160614495,-38.3240379644695,1.00322314926575,0.33278598329203,NA,NA,NA,NA,-43.4291694189879,NA,NA,FALSE,"drift_two_fast","loglik_selectiononestate",0.84472174428829,0.84472174428829,0.84472174428829,0,0,0.84472174428829,NA,NA,200,"No",1,NA,NA,NA,NA,NA,NA,NA,310,NA
"311",316,"Latetree",2,3,2,"Ecologyloss",2,-31.5850775755504,-31.5843694240237,-32.2781547596213,-39.8473258632634,-31.5843694240237,1.00322314926575,0.33278598329203,NA,NA,NA,NA,-38.1061285699734,NA,NA,FALSE,"drift_two_fast","loglik_selectiononestate",0.969979656899824,0.969979656899824,0.969979656899824,0,0,0.969979656899824,NA,NA,306,"No",1,NA,NA,NA,NA,NA,NA,NA,311,NA
"312",317,"Latetree",2,3,2,"horizontal10",2,-96.3158821627326,-96.3146322549805,-97.0090308527649,-165.568270109837,-96.3146322549805,1.00322314926575,0.33278598329203,-99.802028,-98.999297,-164.504678,-159.54636,-134.950602883579,NA,NA,FALSE,"drift_two_fast","loglik_selectiononestate",0.960123858574842,0.960123858574842,0.960123858574842,0,0,0.960123858574842,1.60546200000002,NA,306,"Yes",1,NA,NA,0.807810108192598,NA,NA,0,NA,312,NA
"313",318,"Latetree",2,3,2,"horizontalClade10",2,-115.402125618455,-110.296681377515,-116.095274867716,-133.954507418597,-110.296681377515,1.00322314926575,0.33278598329203,-113.784077,-99.583635,-178.486727,-175.625282,-157.76642990101,NA,NA,FALSE,"drift_two_fast","loglik_selectiononestate",0.00139613896452229,0.00139613896452229,0.00139613896452229,1,1,0.00139613896452229,28.400884,NA,306,"Yes",1,NA,NA,1.03438595591143e-05,NA,NA,1,NA,313,NA
"314",319,"Latetree",2,3,2,"horizontalEcology10",2,-118.359095111558,-112.137729258197,-119.052245431233,-130.578147186101,-112.137729258197,1.00322314926575,0.33278598329203,-115.625125,-114.70528,-180.327775,-177.063625,-209.105558099082,NA,NA,FALSE,"drift_two_fast","loglik_selectiononestate",0.000419621594367481,0.000419621594367481,0.000419621594367481,1,1,0.000419621594367481,1.83968999999999,NA,306,"Yes",1,NA,NA,0.765213387314284,NA,NA,0,NA,314,NA
"315",320,"Latetree",2,3,2,"horizontalNeighbor10",2,-141.549288628046,-140.045395339536,-142.242438468138,-219.130239111266,-140.045395339536,1.00322314926575,0.33278598329203,-143.532791,-142.624852,-208.235441,-204.1288,-209.660611857249,NA,NA,FALSE,"drift_two_fast","loglik_selectiononestate",0.0828653743156608,0.0828653743156608,0.0828653743156608,0,0,0.0828653743156608,1.815878,NA,306,"Yes",1,NA,NA,0.769576128529374,NA,NA,0,NA,315,NA
"316",321,"Latetree",2,3,3,"full",2,-34.0620838109778,-34.0359943312522,-34.6481721363605,-62.9368454132451,-34.0359943312522,0.997946656066412,0.339506706340948,-37.52339,-34.888797,-102.22604,-96.985957,-37.7894095279052,NA,NA,NA,"drift_two_fast","loglik_selectiononestate",0.819314190472341,0.819314190472341,0.819314190472341,0,0,0.819314190472341,5.269186,NA,306,"No",1,NA,NA,0.26077537816293,NA,NA,0,NA,316,NA
"317",322,"Latetree",2,3,3,"cladeA",2,-16.7194104902778,-14.190262342339,-16.7819653160407,-27.8818023364813,-14.190262342339,0.997946656066412,0.339506706340948,NA,NA,NA,NA,-16.8869359655107,NA,NA,FALSE,"drift_two_fast","loglik_selectiononestate",0.0245083196080186,0.0245083196080186,0.0245083196080186,1,1,0.0245083196080186,NA,NA,113,"No",1,NA,NA,NA,NA,NA,NA,NA,317,NA
"318",323,"Latetree",2,3,3,"cladeB",2,-3.35430141034414,-3.35099707084162,-3.38204926304987,-3.35099707084162,-3.35099707084162,0.997946656066412,0.339506706340948,NA,NA,NA,NA,NA,NA,NA,FALSE,"drift_two_fast","loglik_selectiononestate",0.935208318805623,0.935208318805623,0.935208318805623,0,0,0.935208318805623,NA,NA,21,"No",1,NA,NA,NA,NA,NA,NA,NA,318,NA
"319",324,"Latetree",2,3,3,"cladeC",2,-7.86321415516096,-7.83335754723628,-7.93681201570729,-8.66682622593896,-7.83335754723628,0.997946656066412,0.339506706340948,NA,NA,NA,NA,-7.83335754723712,NA,NA,FALSE,"drift_two_fast","loglik_selectiononestate",0.806949789930781,0.806949789930781,0.806949789930781,0,0,0.806949789930781,NA,NA,78,"No",1,NA,NA,NA,NA,NA,NA,NA,319,NA
"320",325,"Latetree",2,3,3,"cladeD",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"drift_two_fast","NA",NA,NA,NA,NA,NA,NA,NA,NA,81,"No",0.5,NA,NA,NA,NA,NA,NA,NA,320,NA
"321",326,"Latetree",2,3,3,"cladeE",2,-6.67718969511176,-6.65421452036266,-6.90872185769611,-7.56034785116728,-6.65421452036266,0.997946656066412,0.339506706340948,NA,NA,NA,NA,-6.65421452036266,NA,NA,FALSE,"drift_two_fast","loglik_selectiononestate",0.830266077564425,0.830266077564425,0.830266077564425,0,0,0.830266077564425,NA,NA,48,"No",1,NA,NA,NA,NA,NA,NA,NA,321,NA
"322",327,"Latetree",2,3,3,"cladeF",2,-9.19439826222986,-7.81932313787656,-9.2744656552769,-13.1736094868734,-7.81932313787656,0.997946656066412,0.339506706340948,NA,NA,NA,NA,-9.27691984872042,NA,NA,FALSE,"drift_two_fast","loglik_selectiononestate",0.0972452898887651,0.0972452898887651,0.0972452898887651,0,0,0.0972452898887651,NA,NA,34,"No",1,NA,NA,NA,NA,NA,NA,NA,322,NA
"323",328,"Latetree",2,3,3,"ThreeQuarterSample",2,-26.9512952755621,-26.8093644248749,-27.5667116778014,-42.2071542578822,-26.8093644248749,0.997946656066412,0.339506706340948,NA,NA,NA,NA,-26.9263281434779,NA,NA,FALSE,"drift_two_fast","loglik_selectiononestate",0.594181219648642,0.594181219648642,0.594181219648642,0,0,0.594181219648642,NA,NA,200,"No",1,NA,NA,NA,NA,NA,NA,NA,323,NA
"324",329,"Latetree",2,3,3,"HalfSample",2,-18.7601642928502,-18.6695501737737,-19.2163572708877,-23.1054425328058,-18.6695501737737,0.997946656066412,0.339506706340948,NA,NA,NA,NA,-22.1484277209946,NA,NA,FALSE,"drift_two_fast","loglik_selectiononestate",0.670319830015435,0.670319830015435,0.670319830015435,0,0,0.670319830015435,NA,NA,103,"No",1,NA,NA,NA,NA,NA,NA,NA,324,NA
"325",330,"Latetree",2,3,3,"Rarelost",2,-32.2820046320109,-32.2738609711334,-32.8904807027771,-60.7733960022876,-32.2738609711334,0.997946656066412,0.339506706340948,NA,NA,NA,NA,-36.4604219539778,NA,NA,FALSE,"drift_two_fast","loglik_selectiononestate",0.898448284750086,0.898448284750086,0.898448284750086,0,0,0.898448284750086,NA,NA,290,"No",1,NA,NA,NA,NA,NA,NA,NA,325,NA
"326",331,"Latetree",2,3,3,"Frequentlost",2,-29.3046798994051,-28.5742540044083,-29.8859984803656,-49.407160269953,-28.5742540044083,0.997946656066412,0.339506706340948,NA,NA,NA,NA,-28.5742540044083,NA,NA,FALSE,"drift_two_fast","loglik_selectiononestate",0.226794640685228,0.226794640685228,0.226794640685228,0,0,0.226794640685228,NA,NA,200,"No",1,NA,NA,NA,NA,NA,NA,NA,326,NA
"327",332,"Latetree",2,3,3,"Ecologyloss",2,-17.7053270894171,-17.5626315454353,-18.318793618038,-33.8174334574991,-17.5626315454353,0.997946656066412,0.339506706340948,NA,NA,NA,NA,-22.0754968475213,NA,NA,FALSE,"drift_two_fast","loglik_selectiononestate",0.593189281945064,0.593189281945064,0.593189281945064,0,0,0.593189281945064,NA,NA,306,"No",1,NA,NA,NA,NA,NA,NA,NA,327,NA
"328",333,"Latetree",2,3,3,"horizontal10",2,-83.4190593670449,-83.4173578344435,-84.1119749940658,-136.640504268971,-83.4173578344435,0.997946656066412,0.339506706340948,-86.904753,-76.801021,-151.607404,-149.03013,-121.526605363708,NA,NA,FALSE,"drift_two_fast","loglik_selectiononestate",0.953481154231249,0.953481154231249,0.953481154231249,0,0,0.953481154231249,20.207464,NA,306,"Yes",1,NA,NA,0.000454437243506689,NA,NA,1,NA,328,NA
"329",334,"Latetree",2,3,3,"horizontalClade10",2,-19.4824836931355,-19.4112205914444,-19.8800671105708,-23.9836592403581,-19.4112205914444,0.997946656066412,0.339506706340948,-22.898616,-19.330839,-87.601266,-81.489323,-23.349539585556,NA,NA,FALSE,"drift_two_fast","loglik_selectiononestate",0.705782428636823,0.705782428636823,0.705782428636823,0,0,0.705782428636823,7.135554,NA,306,"Yes",1,NA,NA,0.128895878144973,NA,NA,0,NA,329,NA
"330",335,"Latetree",2,3,3,"horizontalEcology10",2,-94.0900102987321,-87.5917546710801,-94.7831437753092,-115.241292483046,-87.5917546710801,0.997946656066412,0.339506706340948,-91.07915,-87.827726,-155.7818,-145.765741,-170.865385678193,NA,NA,FALSE,"drift_two_fast","loglik_selectiononestate",0.000312071876847009,0.000312071876847009,0.000312071876847009,1,1,0.000312071876847009,6.502848,NA,306,"Yes",1,NA,NA,0.164611024681234,NA,NA,0,NA,330,NA
"331",336,"Latetree",2,3,3,"horizontalNeighbor10",2,-112.898441089888,-112.089308015511,-113.591591000101,-195.275786718746,-112.089308015511,0.997946656066412,0.339506706340948,-115.576703,-107.398856,-180.279354,-174.423767,-177.461755895506,NA,NA,FALSE,"drift_two_fast","loglik_selectiononestate",0.203333717949981,0.203333717949981,0.203333717949981,0,0,0.203333717949981,16.355694,NA,306,"Yes",1,NA,NA,0.00257719326381345,NA,NA,1,NA,331,NA
"332",337,"Latetree",2,3,4,"full",2,-41.3294972480125,-37.8290988471136,-42.0131354618582,-37.8290988471136,-37.8290988471136,0.992398141439101,0.199702897423793,-41.316494,-38.633216,-106.019145,-102.584648,-85.882904863539,NA,NA,NA,"drift_two_fast","loglik_selectiononestate",0.00814734430751485,0.00814734430751485,0.00814734430751485,1,1,0.00814734430751485,5.366556,NA,306,"No",1,NA,NA,0.251710695815839,NA,NA,0,NA,332,NA
"333",338,"Latetree",2,3,4,"cladeA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"drift_two_fast","NA",NA,NA,NA,NA,NA,NA,NA,NA,113,"No",0.5,NA,NA,NA,NA,NA,NA,NA,333,NA
"334",339,"Latetree",2,3,4,"cladeB",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"drift_two_fast","NA",NA,NA,NA,NA,NA,NA,NA,NA,21,"No",0.5,NA,NA,NA,NA,NA,NA,NA,334,NA
"335",340,"Latetree",2,3,4,"cladeC",2,-14.0605157955734,-13.8836208867485,-14.3068949017407,-14.2266851454858,-13.8836208867485,0.992398141439101,0.199702897423793,NA,NA,NA,NA,-23.6784075227499,NA,NA,FALSE,"drift_two_fast","loglik_selectiononestate",0.551975606619271,0.551975606619271,0.551975606619271,0,0,0.551975606619271,NA,NA,78,"No",1,NA,NA,NA,NA,NA,NA,NA,335,NA
"336",341,"Latetree",2,3,4,"cladeD",2,-18.1090209443767,-17.5005861541678,-18.6962563996073,-17.5005861541679,-17.5005861541678,0.992398141439101,0.199702897423793,NA,NA,NA,NA,-31.9496002246031,NA,NA,FALSE,"drift_two_fast","loglik_selectiononestate",0.269975874113402,0.269975874113402,0.269975874113402,0,0,0.269975874113402,NA,NA,81,"No",1,NA,NA,NA,NA,NA,NA,NA,336,NA
"337",342,"Latetree",2,3,4,"cladeE",2,-6.81363450628021,-5.67596593895808,-6.81746086593826,-6.8509931311543,-5.67596593895808,0.992398141439101,0.199702897423793,NA,NA,NA,NA,-7.69532761920805,NA,NA,FALSE,"drift_two_fast","loglik_selectiononestate",0.131446538555954,0.131446538555954,0.131446538555954,0,0,0.131446538555954,NA,NA,48,"No",1,NA,NA,NA,NA,NA,NA,NA,337,NA
"338",343,"Latetree",2,3,4,"cladeF",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"drift_two_fast","NA",NA,NA,NA,NA,NA,NA,NA,NA,34,"No",0.5,NA,NA,NA,NA,NA,NA,NA,338,NA
"339",344,"Latetree",2,3,4,"ThreeQuarterSample",2,-22.424848287712,-20.3934985931174,-23.086821361087,-20.3934985931154,-20.3934985931174,0.992398141439101,0.199702897423793,NA,NA,NA,NA,-38.5939898611579,NA,NA,FALSE,"drift_two_fast","loglik_pathwaystoone",0.0438403652659645,0.0438403652659645,0.0438403652659645,1,1,0.0438403652659645,NA,NA,200,"No",1,NA,NA,NA,NA,NA,NA,NA,339,NA
"340",345,"Latetree",2,3,4,"HalfSample",2,-28.242708919815,-26.0925573752742,-28.9204740676239,-26.0925573752742,-26.0925573752742,0.992398141439101,0.199702897423793,NA,NA,NA,NA,-57.2042290422568,NA,NA,FALSE,"drift_two_fast","loglik_selectiononestate",0.0381055814399833,0.0381055814399833,0.0381055814399833,1,1,0.0381055814399833,NA,NA,103,"No",1,NA,NA,NA,NA,NA,NA,NA,340,NA
"341",346,"Latetree",2,3,4,"Rarelost",2,-39.4296671305576,-35.8060525619162,-40.1167681004,-35.8060525619125,-35.8060525619162,0.992398141439101,0.199702897423793,NA,NA,NA,NA,-64.7818480403613,NA,NA,FALSE,"drift_two_fast","loglik_pathwaystoone",0.00710105038787467,0.00710105038787467,0.00710105038787467,1,1,0.00710105038787467,NA,NA,290,"No",1,NA,NA,NA,NA,NA,NA,NA,341,NA
"342",347,"Latetree",2,3,4,"Frequentlost",2,-30.1970775241003,-28.1005942148464,-30.8672788516112,-28.1005942148464,-28.1005942148464,0.992398141439101,0.199702897423793,NA,NA,NA,NA,-61.3664740681575,NA,NA,FALSE,"drift_two_fast","loglik_selectiononestate",0.0405920055680935,0.0405920055680935,0.0405920055680935,1,1,0.0405920055680935,NA,NA,200,"No",1,NA,NA,NA,NA,NA,NA,NA,342,NA
"343",348,"Latetree",2,3,4,"Ecologyloss",2,-21.721626855287,-19.9386592683101,-22.4147698386659,-19.9386592683101,-19.9386592683101,0.992398141439101,0.199702897423793,NA,NA,NA,NA,-43.0157215122071,NA,NA,FALSE,"drift_two_fast","loglik_selectiononestate",0.05897651195505,0.05897651195505,0.05897651195505,0,0,0.05897651195505,NA,NA,306,"No",1,NA,NA,NA,NA,NA,NA,NA,343,NA
"344",349,"Latetree",2,3,4,"horizontal10",2,-124.579189893475,-124.15302593758,-125.272342004474,-239.334579901272,-124.15302593758,0.992398141439101,0.199702897423793,-127.640421,-117.662918,-192.343072,-190.274286,-198.197939666757,NA,NA,FALSE,"drift_two_fast","loglik_selectiononestate",0.355894615943229,0.355894615943229,0.355894615943229,0,0,0.355894615943229,19.955006,NA,306,"Yes",1,NA,NA,0.000509716941363036,NA,NA,1,NA,344,NA
"345",351,"Latetree",2,3,4,"horizontalEcology10",2,-113.920104711623,-104.369670707383,-114.613256934102,-109.091526614597,-104.369670707383,0.992398141439101,0.199702897423793,-107.857066,-100.099336,-172.559716,-168.823321,-214.656343752693,NA,NA,FALSE,"drift_two_fast","loglik_selectiononestate",1.23988483620163e-05,1.23988483620163e-05,1.23988483620163e-05,1,1,1.23988483620163e-05,15.51546,NA,306,"Yes",1,NA,NA,0.00374327919706718,NA,NA,1,NA,345,NA
"346",352,"Latetree",2,3,4,"horizontalNeighbor10",2,-114.539729449999,-113.093226668973,-115.232882044391,-196.039489655276,-113.093226668973,0.992398141439101,0.199702897423793,-116.580622,-107.970854,-181.283272,-178.312915,-196.4158907906,NA,NA,FALSE,"drift_two_fast","loglik_selectiononestate",0.088964816889492,0.088964816889492,0.088964816889492,0,0,0.088964816889492,17.219536,NA,306,"Yes",1,NA,NA,0.00175201641218126,NA,NA,1,NA,346,NA
"347",353,"Latetree",2,3,5,"full",2,-33.9800665427345,-33.9568969143847,-34.6132345629654,-55.4739478843821,-33.9568969143847,1.00322314926575,0.405727250635908,-37.444292,-35.417056,-102.146943,-94.820208,-35.8113200730062,NA,NA,NA,"drift_two_fast","loglik_selectiononestate",0.829560287679477,0.829560287679477,0.829560287679477,0,0,0.829560287679477,4.05447199999999,NA,306,"No",1,NA,NA,0.398684058927994,NA,NA,0,NA,347,NA
"348",354,"Latetree",2,3,5,"cladeA",2,-18.7789323017383,-18.0942197961611,-19.4080020261837,-35.6294153977313,-18.0942197961611,1.00322314926575,0.405727250635908,NA,NA,NA,NA,-18.2253079869132,NA,NA,FALSE,"drift_two_fast","loglik_selectiononestate",0.241910699299375,0.241910699299375,0.241910699299375,0,0,0.241910699299375,NA,NA,113,"No",1,NA,NA,NA,NA,NA,NA,NA,348,NA
"349",355,"Latetree",2,3,5,"cladeB",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"drift_two_fast","NA",NA,NA,NA,NA,NA,NA,NA,NA,21,"No",0.5,NA,NA,NA,NA,NA,NA,NA,349,NA
"350",356,"Latetree",2,3,5,"cladeC",2,-3.59867506620122,-3.57675872549127,-3.6227317507967,-3.89326831099689,-3.57675872549127,1.00322314926575,0.405727250635908,NA,NA,NA,NA,-3.57675872549127,NA,NA,FALSE,"drift_two_fast","loglik_selectiononestate",0.834165218071617,0.834165218071617,0.834165218071617,0,0,0.834165218071617,NA,NA,78,"No",1,NA,NA,NA,NA,NA,NA,NA,350,NA
"351",357,"Latetree",2,3,5,"cladeD",2,-7.35296179968579,-6.68246988877989,-8.04291558963883,-8.10987880836807,-6.68246988877989,1.00322314926575,0.405727250635908,NA,NA,NA,NA,-6.68246988877917,NA,NA,FALSE,"drift_two_fast","loglik_selectiononestate",0.246860543769023,0.246860543769023,0.246860543769023,0,0,0.246860543769023,NA,NA,81,"No",1,NA,NA,NA,NA,NA,NA,NA,351,NA
"352",358,"Latetree",2,3,5,"cladeE",2,-2.99797532232109,-2.75091489539049,-3.18673034375775,-2.82213358592368,-2.75091489539049,1.00322314926575,0.405727250635908,NA,NA,NA,NA,-3.02903046996338,NA,NA,FALSE,"drift_two_fast","loglik_selectiononestate",0.482094821943773,0.482094821943773,0.482094821943773,0,0,0.482094821943773,NA,NA,48,"No",1,NA,NA,NA,NA,NA,NA,NA,352,NA
"353",359,"Latetree",2,3,5,"cladeF",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"drift_two_fast","NA",NA,NA,NA,NA,NA,NA,NA,NA,34,"No",0.5,NA,NA,NA,NA,NA,NA,NA,353,NA
"354",360,"Latetree",2,3,5,"ThreeQuarterSample",2,-26.962298439937,-26.939736271743,-27.6504523651872,-36.0541012284338,-26.939736271743,1.00322314926575,0.405727250635908,NA,NA,NA,NA,-29.2067627925149,NA,NA,FALSE,"drift_two_fast","loglik_selectiononestate",0.83177556484865,0.83177556484865,0.83177556484865,0,0,0.83177556484865,NA,NA,200,"No",1,NA,NA,NA,NA,NA,NA,NA,354,NA
"355",361,"Latetree",2,3,5,"HalfSample",2,-30.7636885314489,-30.6903172973856,-31.4343918042601,-49.8728609765851,-30.6903172973856,1.00322314926575,0.405727250635908,NA,NA,NA,NA,-33.2919059166444,NA,NA,FALSE,"drift_two_fast","loglik_selectiononestate",0.701668014384638,0.701668014384638,0.701668014384638,0,0,0.701668014384638,NA,NA,103,"No",1,NA,NA,NA,NA,NA,NA,NA,355,NA
"356",362,"Latetree",2,3,5,"Rarelost",2,-31.7733858233741,-31.6670014717568,-32.4166530543029,-54.3401816079473,-31.6670014717568,1.00322314926575,0.405727250635908,NA,NA,NA,NA,-33.9685764763702,NA,NA,FALSE,"drift_two_fast","loglik_selectiononestate",0.644605924016244,0.644605924016244,0.644605924016244,0,0,0.644605924016244,NA,NA,290,"No",1,NA,NA,NA,NA,NA,NA,NA,356,NA
"357",363,"Latetree",2,3,5,"Frequentlost",2,-32.2785523145016,-32.2723280976062,-32.937094497517,-51.5806361335218,-32.2723280976062,1.00322314926575,0.405727250635908,NA,NA,NA,NA,-34.262603272735,NA,NA,FALSE,"drift_two_fast","loglik_selectiononestate",0.911162338458176,0.911162338458176,0.911162338458176,0,0,0.911162338458176,NA,NA,200,"No",1,NA,NA,NA,NA,NA,NA,NA,357,NA
