"","X","Tree","NumberOfVariantsInModel","RateOfChange","Repetition","Sample","NumberOfVariantsObserved","loglik_drift","loglik_selectiononestate","loglik_pathways","loglik_pathwaystoone","loglik_unconstrained","phylosigLambda","phylosigK","BayestraitsIndependent_CladeA","BayestraitsDependent_CladeA","BayestraitsIndependent_Ecology","BayestraitsDependent_Ecology","loglik_pathwaysfromone","BayestraitsMultistate_Free","BayestraitsMultistate_Equal","Pathway_impossible","simulation_variant","ml_model_supported","chisq_p_selectionwronglysupported_df","chisq_p_selectionwronglysupported","chisq_p_selectiontoonestatewronglysupported","selectionwronglysupportedsignificant","selectiontoonewronglysupportedsignificant","chisq_p_selectiontoonestatewronglysupported_df","BT_dependent_CladeA_better","BT_dependent_Forest_better","samplesize","horizontaltransmission","diversityrepresented","BT_MultistateFree_better","chisq_BT_MultitstateFree_better","chisq_BT_CladeAdependent_better","chisq_BT_Forestdependent_better","BT_MultitstateFree_wronglysupported","BT_CladeAdependent_wronglysupported","BT_Forestdependent_wronglysupported","X.1","BT_Multistate_nonconvergence"
"358",364,"Latetree",2,3,5,"Ecologyloss",2,-21.56856906311,-21.323469071624,-22.2022349593823,-31.5437906061446,-21.323469071624,1.00322314926575,0.405727250635908,NA,NA,NA,NA,-24.2424309378717,NA,NA,FALSE,"drift_two_fast","loglik_selectiononestate",0.483838110191874,0.483838110191874,0.483838110191874,0,0,0.483838110191874,NA,NA,306,"No",1,NA,NA,NA,NA,NA,NA,NA,358,NA
"359",365,"Latetree",2,3,5,"horizontal10",2,-106.791370019389,-106.734947927579,-107.48452112702,-172.910795772504,-106.734947927579,1.00322314926575,0.405727250635908,-110.222343,-108.432447,-174.924994,-167.034618,-146.54843446606,NA,NA,FALSE,"drift_two_fast","loglik_selectiononestate",0.736929020295618,0.736929020295618,0.736929020295618,0,0,0.736929020295618,3.579792,NA,306,"Yes",1,NA,NA,0.46584995538953,NA,NA,0,NA,359,NA
"360",366,"Latetree",2,3,5,"horizontalClade10",2,-103.12210167677,-97.7628937648422,-103.815251386556,-136.180491099805,-97.7628937648422,1.00322314926575,0.405727250635908,-101.250289,-74.622586,-165.952939,-148.851655,-114.27541591588,NA,NA,FALSE,"drift_two_fast","loglik_selectiononestate",0.00106074451371174,0.00106074451371174,0.00106074451371174,1,1,0.00106074451371174,53.255406,NA,306,"Yes",1,NA,NA,7.53495044136798e-11,NA,NA,1,NA,360,NA
"361",367,"Latetree",2,3,5,"horizontalEcology10",2,-103.147797377731,-94.7820239920677,-103.840948015846,-117.695223477111,-94.7820239920677,1.00322314926575,0.405727250635908,-98.269419,-90.855295,-162.97207,-149.403436,-170.884183055785,NA,NA,FALSE,"drift_two_fast","loglik_selectiononestate",4.30590224718141e-05,4.30590224718141e-05,4.30590224718141e-05,1,1,4.30590224718141e-05,14.828248,NA,306,"Yes",1,NA,NA,0.0050710251754047,NA,NA,1,NA,361,NA
"362",368,"Latetree",2,3,5,"horizontalNeighbor10",2,-121.702911238927,-120.219151388677,-122.396062156224,-207.826176122904,-120.219151388677,1.00322314926575,0.405727250635908,-123.706547,-121.602548,-188.409197,-181.300059,-194.094318930233,NA,NA,FALSE,"drift_two_fast","loglik_selectiononestate",0.0849520117574488,0.0849520117574488,0.0849520117574488,0,0,0.0849520117574488,4.207998,NA,306,"Yes",1,NA,NA,0.378587627691551,NA,NA,0,NA,362,NA
"363",369,"Latetree",2,3,6,"full",2,-49.1019851663591,-48.387268248448,-49.7339627057715,-79.6901705084006,-48.387268248448,0.97782120669976,0.12206870135698,-51.874664,-51.338665,-116.577314,-112.993733,-74.925286408323,NA,NA,NA,"drift_two_fast","loglik_selectiononestate",0.231856858990326,0.231856858990326,0.231856858990326,0,0,0.231856858990326,1.07199800000001,NA,306,"No",1,NA,NA,0.898689204881703,NA,NA,0,NA,363,NA
"364",370,"Latetree",2,3,6,"cladeA",2,-20.0612145082484,-19.8466658278066,-20.65998186912,-29.6460804122665,-19.8466658278066,0.97782120669976,0.12206870135698,NA,NA,NA,NA,-29.3470548905905,NA,NA,FALSE,"drift_two_fast","loglik_selectiononestate",0.512432192166741,0.512432192166741,0.512432192166741,0,0,0.512432192166741,NA,NA,113,"No",1,NA,NA,NA,NA,NA,NA,NA,364,NA
"365",371,"Latetree",2,3,6,"cladeB",2,-3.35430141034414,-3.35099707084162,-3.38204926304987,-3.69251544157859,-3.35099707084162,0.97782120669976,0.12206870135698,NA,NA,NA,NA,NA,NA,NA,FALSE,"drift_two_fast","loglik_selectiononestate",0.935208318805623,0.935208318805623,0.935208318805623,0,0,0.935208318805623,NA,NA,21,"No",1,NA,NA,NA,NA,NA,NA,NA,365,NA
"366",372,"Latetree",2,3,6,"cladeC",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"drift_two_fast","NA",NA,NA,NA,NA,NA,NA,NA,NA,78,"No",0.5,NA,NA,NA,NA,NA,NA,NA,366,NA
"367",373,"Latetree",2,3,6,"cladeD",2,-19.2247807350003,-18.4612407700592,-19.8715349445125,-34.3666171008571,-18.4612407700592,0.97782120669976,0.12206870135698,NA,NA,NA,NA,-26.2505486587062,NA,NA,FALSE,"drift_two_fast","loglik_selectiononestate",0.216551224766368,0.216551224766368,0.216551224766368,0,0,0.216551224766368,NA,NA,81,"No",1,NA,NA,NA,NA,NA,NA,NA,367,NA
"368",374,"Latetree",2,3,6,"cladeE",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"drift_two_fast","NA",NA,NA,NA,NA,NA,NA,NA,NA,48,"No",0.5,NA,NA,NA,NA,NA,NA,NA,368,NA
"369",375,"Latetree",2,3,6,"cladeF",2,-5.91008921948946,-5.6129357655699,-6.56778570512922,-5.6129357655699,-5.6129357655699,0.97782120669976,0.12206870135698,NA,NA,NA,NA,-6.78975725317551,NA,NA,FALSE,"drift_two_fast","loglik_selectiononestate",0.44075848019731,0.44075848019731,0.44075848019731,0,0,0.44075848019731,NA,NA,34,"No",1,NA,NA,NA,NA,NA,NA,NA,369,NA
"370",376,"Latetree",2,3,6,"ThreeQuarterSample",2,-34.1908786915419,-33.6570141661683,-34.8402865323315,-43.6144232886795,-33.6570141661683,0.97782120669976,0.12206870135698,NA,NA,NA,NA,-46.2553588079339,NA,NA,FALSE,"drift_two_fast","loglik_selectiononestate",0.30145896337444,0.30145896337444,0.30145896337444,0,0,0.30145896337444,NA,NA,200,"No",1,NA,NA,NA,NA,NA,NA,NA,370,NA
"371",377,"Latetree",2,3,6,"HalfSample",2,-33.4038213206858,-32.7102325520727,-33.9684227422982,-49.6198868248075,-32.7102325520727,0.97782120669976,0.12206870135698,NA,NA,NA,NA,-40.2054414644949,NA,NA,FALSE,"drift_two_fast","loglik_selectiononestate",0.238882324850424,0.238882324850424,0.238882324850424,0,0,0.238882324850424,NA,NA,103,"No",1,NA,NA,NA,NA,NA,NA,NA,371,NA
"372",378,"Latetree",2,3,6,"Rarelost",2,-38.036874987188,-36.3114906399662,-38.6028235654159,-52.6359087665631,-36.3114906399662,0.97782120669976,0.12206870135698,NA,NA,NA,NA,-56.9065587917787,NA,NA,FALSE,"drift_two_fast","loglik_selectiononestate",0.063222360225482,0.063222360225482,0.063222360225482,0,0,0.063222360225482,NA,NA,290,"No",1,NA,NA,NA,NA,NA,NA,NA,372,NA
"373",379,"Latetree",2,3,6,"Frequentlost",2,-34.0740185312015,-34.061218614457,-34.6774193826335,-50.5010650243985,-34.061218614457,0.97782120669976,0.12206870135698,NA,NA,NA,NA,-35.4665269450046,NA,NA,FALSE,"drift_two_fast","loglik_selectiononestate",0.872881484114133,0.872881484114133,0.872881484114133,0,0,0.872881484114133,NA,NA,200,"No",1,NA,NA,NA,NA,NA,NA,NA,373,NA
"374",380,"Latetree",2,3,6,"Ecologyloss",2,-25.3472048571248,-24.7399893113729,-25.9203800871144,-32.5148280398168,-24.7399893113729,0.97782120669976,0.12206870135698,NA,NA,NA,NA,-38.4838800674429,NA,NA,FALSE,"drift_two_fast","loglik_selectiononestate",0.270456327792612,0.270456327792612,0.270456327792612,0,0,0.270456327792612,NA,NA,306,"No",1,NA,NA,NA,NA,NA,NA,NA,374,NA
"375",381,"Latetree",2,3,6,"horizontal10",2,-120.25345411037,-119.398422913471,-120.946606581574,-211.340428685176,-119.398422913471,0.97782120669976,0.12206870135698,-122.885818,-122.526524,-187.588469,-185.964964,-170.929620703495,NA,NA,FALSE,"drift_two_fast","loglik_selectiononestate",0.190977275423991,0.190977275423991,0.190977275423991,0,0,0.190977275423991,0.718588000000011,NA,306,"Yes",1,NA,NA,0.949017013525471,NA,NA,0,NA,375,NA
"376",382,"Latetree",2,3,6,"horizontalClade10",2,-85.4613792964123,-84.2884423467502,-86.1518382191539,-121.400977842717,-84.2884423467502,0.97782120669976,0.12206870135698,-87.775838,-70.431627,-152.478488,-153.875442,-102.863198549063,NA,NA,FALSE,"drift_two_fast","loglik_selectiononestate",0.125615099699595,0.125615099699595,0.125615099699595,0,0,0.125615099699595,34.688422,NA,306,"Yes",1,NA,NA,5.38274624761748e-07,NA,NA,1,NA,376,NA
"377",383,"Latetree",2,3,6,"horizontalEcology10",2,-120.33852699781,-108.55771364481,-121.031679504203,-141.711014730376,-108.55771364481,0.97782120669976,0.12206870135698,-112.045109,-111.750727,-176.747759,-174.249728,-199.343319249922,NA,NA,FALSE,"drift_two_fast","loglik_selectiononestate",1.20976198902945e-06,1.20976198902945e-06,1.20976198902945e-06,1,1,1.20976198902945e-06,0.588763999999998,NA,306,"Yes",1,NA,NA,0.96430404103716,NA,NA,0,NA,377,NA
"378",384,"Latetree",2,3,6,"horizontalNeighbor10",2,-118.617502516198,-117.092260165399,-119.310654401869,-221.671518756421,-117.092260165399,0.97782120669976,0.12206870135698,-120.579656,-118.570992,-185.282306,-180.071141,-170.176331587032,NA,NA,FALSE,"drift_two_fast","loglik_selectiononestate",0.0807130513050353,0.0807130513050353,0.0807130513050353,0,0,0.0807130513050353,4.01732799999999,NA,306,"Yes",1,NA,NA,0.403665839354732,NA,NA,0,NA,378,NA
"379",385,"Latetree",2,3,7,"full",2,-48.0818825425442,-47.4889173947033,-48.772007437217,-86.3775746610931,-47.4889173947033,0.999972649479253,0.293857051600218,-50.976313,-50.22844,-115.678963,-112.71638,-54.0082559108665,NA,NA,NA,"drift_two_fast","loglik_selectiononestate",0.276152003587117,0.276152003587117,0.276152003587117,0,0,0.276152003587117,1.495746,NA,306,"No",1,NA,NA,0.827394741961248,NA,NA,0,NA,379,NA
"380",386,"Latetree",2,3,7,"cladeA",2,-15.2495826779794,-15.2506360289654,-15.8032467564458,-26.8768801886323,-15.2506360289654,0.999972649479253,0.293857051600218,NA,NA,NA,NA,-15.2506360289669,NA,NA,FALSE,"drift_two_fast","loglik_drift",1,1,1,0,0,1,NA,NA,113,"No",1,NA,NA,NA,NA,NA,NA,NA,380,NA
"381",387,"Latetree",2,3,7,"cladeB",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"drift_two_fast","NA",NA,NA,NA,NA,NA,NA,NA,NA,21,"No",0.5,NA,NA,NA,NA,NA,NA,NA,381,NA
"382",388,"Latetree",2,3,7,"cladeC",2,-15.4783065126222,-14.2776174678461,-15.7407340302888,-15.9363835408722,-14.2776174678461,0.999972649479253,0.293857051600218,NA,NA,NA,NA,-16.2968465850756,NA,NA,FALSE,"drift_two_fast","loglik_selectiononestate",0.121228414617018,0.121228414617018,0.121228414617018,0,0,0.121228414617018,NA,NA,78,"No",1,NA,NA,NA,NA,NA,NA,NA,382,NA
"383",389,"Latetree",2,3,7,"cladeD",2,-13.0355483654728,-12.5285349596441,-13.6729368491821,-27.0165752712342,-12.5285349596441,0.999972649479253,0.293857051600218,NA,NA,NA,NA,-12.5285349596441,NA,NA,FALSE,"drift_two_fast","loglik_selectiononestate",0.313940068534214,0.313940068534214,0.313940068534214,0,0,0.313940068534214,NA,NA,81,"No",1,NA,NA,NA,NA,NA,NA,NA,383,NA
"384",390,"Latetree",2,3,7,"cladeE",2,-3.19676693161257,-3.14807568479229,-3.23366354796175,-3.14807568479189,-3.14807568479229,0.999972649479253,0.293857051600218,NA,NA,NA,NA,-3.19474124955675,NA,NA,FALSE,"drift_two_fast","loglik_pathwaystoone",0.75499364638116,0.75499364638116,0.75499364638116,0,0,0.75499364638116,NA,NA,48,"No",1,NA,NA,NA,NA,NA,NA,NA,384,NA
"385",391,"Latetree",2,3,7,"cladeF",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"drift_two_fast","NA",NA,NA,NA,NA,NA,NA,NA,NA,34,"No",0.5,NA,NA,NA,NA,NA,NA,NA,385,NA
"386",392,"Latetree",2,3,7,"ThreeQuarterSample",2,-38.2961894047433,-37.7254432501333,-38.988760156688,-58.0046507028944,-37.7254432501333,0.999972649479253,0.293857051600218,NA,NA,NA,NA,-43.4624457841192,NA,NA,FALSE,"drift_two_fast","loglik_selectiononestate",0.285337215800792,0.285337215800792,0.285337215800792,0,0,0.285337215800792,NA,NA,200,"No",1,NA,NA,NA,NA,NA,NA,NA,386,NA
"387",393,"Latetree",2,3,7,"HalfSample",2,-30.6851530240442,-30.467270158262,-31.3733328983707,-42.2303112313093,-30.467270158262,0.999972649479253,0.293857051600218,NA,NA,NA,NA,-36.2872606663006,NA,NA,FALSE,"drift_two_fast","loglik_selectiononestate",0.509173268736428,0.509173268736428,0.509173268736428,0,0,0.509173268736428,NA,NA,103,"No",1,NA,NA,NA,NA,NA,NA,NA,387,NA
"388",394,"Latetree",2,3,7,"Rarelost",2,-35.7077909946103,-35.5992289473547,-36.3932897136944,-56.6832998779103,-35.5992289473547,0.999972649479253,0.293857051600218,NA,NA,NA,NA,-42.4876002861135,NA,NA,FALSE,"drift_two_fast","loglik_selectiononestate",0.641240005522213,0.641240005522213,0.641240005522213,0,0,0.641240005522213,NA,NA,290,"No",1,NA,NA,NA,NA,NA,NA,NA,388,NA
"389",395,"Latetree",2,3,7,"Frequentlost",2,-42.4210577827889,-41.4635828125748,-43.1108590249401,-74.0516362050282,-41.4635828125748,0.999972649479253,0.293857051600218,NA,NA,NA,NA,-51.3804201416216,NA,NA,FALSE,"drift_two_fast","loglik_selectiononestate",0.166414446389263,0.166414446389263,0.166414446389263,0,0,0.166414446389263,NA,NA,200,"No",1,NA,NA,NA,NA,NA,NA,NA,389,NA
"390",396,"Latetree",2,3,7,"Ecologyloss",2,-35.175857959111,-35.0857758243125,-35.8686839882597,-53.1088175672591,-35.0857758243125,0.999972649479253,0.293857051600218,NA,NA,NA,NA,-43.369286137398,NA,NA,FALSE,"drift_two_fast","loglik_selectiononestate",0.671232107851824,0.671232107851824,0.671232107851824,0,0,0.671232107851824,NA,NA,306,"No",1,NA,NA,NA,NA,NA,NA,NA,390,NA
"391",397,"Latetree",2,3,7,"horizontal10",2,-123.436734204144,-123.401242459035,-124.129884434282,-188.669421128251,-123.401242459035,0.999972649479253,0.293857051600218,-126.888638,-124.699798,-191.591288,-186.345348,-198.831909345084,NA,NA,FALSE,"drift_two_fast","loglik_selectiononestate",0.789910165508757,0.789910165508757,0.789910165508757,0,0,0.789910165508757,4.37768,NA,306,"Yes",1,NA,NA,0.357298831007122,NA,NA,0,NA,391,NA
"392",398,"Latetree",2,3,7,"horizontalClade10",2,-36.5753370843976,-36.4191723589147,-37.2613556916027,-55.8103969069034,-36.4191723589147,0.999972649479253,0.293857051600218,-39.906568,-33.661624,-104.609218,-100.378194,-45.4806232406878,NA,NA,FALSE,"drift_two_fast","loglik_selectiononestate",0.576254246689449,0.576254246689449,0.576254246689449,0,0,0.576254246689449,12.489888,NA,306,"Yes",1,NA,NA,0.0140569245549718,NA,NA,1,NA,392,NA
"393",399,"Latetree",2,3,7,"horizontalEcology10",2,-107.656164184953,-106.649674820673,-108.349313668088,-147.395175675798,-106.649674820673,0.999972649479253,0.293857051600218,-110.13707,-107.337788,-174.839721,-166.679147,-183.722941847275,NA,NA,FALSE,"drift_two_fast","loglik_selectiononestate",0.155958844625743,0.155958844625743,0.155958844625743,0,0,0.155958844625743,5.59856399999998,NA,306,"Yes",1,NA,NA,0.231200518742875,NA,NA,0,NA,393,NA
"394",400,"Latetree",2,3,7,"horizontalNeighbor10",2,-127.067402022554,-126.901359488917,-127.760552922902,-213.668904050734,-126.901359488917,0.999972649479253,0.293857051600218,-130.388755,-129.019059,-195.091405,-192.746035,-210.346190529768,NA,NA,FALSE,"drift_two_fast","loglik_selectiononestate",0.564433896664155,0.564433896664155,0.564433896664155,0,0,0.564433896664155,2.73939200000001,NA,306,"Yes",1,NA,NA,0.602339328950356,NA,NA,0,NA,394,NA
"395",401,"Latetree",2,3,8,"full",2,-40.8501106703911,-40.839398619124,-41.5431698009989,-76.7516488235584,-40.839398619124,0.998105774273271,0.262880091182751,-44.326794,-39.399779,-109.029444,-106.410341,-57.5167252089656,NA,NA,NA,"drift_two_fast","loglik_selectiononestate",0.883629509283495,0.883629509283495,0.883629509283495,0,0,0.883629509283495,9.85402999999999,NA,306,"No",1,NA,NA,0.0429596366619803,NA,NA,1,NA,395,NA
"396",402,"Latetree",2,3,8,"cladeA",2,-6.75619819581775,-4.95757303168026,-6.7620815402361,-13.3507134379989,-4.95757303168026,0.998105774273271,0.262880091182751,NA,NA,NA,NA,-6.77195979523583,NA,NA,FALSE,"drift_two_fast","loglik_selectiononestate",0.0578752224821804,0.0578752224821804,0.0578752224821804,0,0,0.0578752224821804,NA,NA,113,"No",1,NA,NA,NA,NA,NA,NA,NA,396,NA
"397",403,"Latetree",2,3,8,"cladeB",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"drift_two_fast","NA",NA,NA,NA,NA,NA,NA,NA,NA,21,"No",0.5,NA,NA,NA,NA,NA,NA,NA,397,NA
"398",404,"Latetree",2,3,8,"cladeC",2,-14.4163723343538,-12.852090376008,-14.5047041649255,-26.4691791272998,-12.852090376008,0.998105774273271,0.262880091182751,NA,NA,NA,NA,-17.6344706464419,NA,NA,FALSE,"drift_two_fast","loglik_selectiononestate",0.0769314815301563,0.0769314815301563,0.0769314815301563,0,0,0.0769314815301563,NA,NA,78,"No",1,NA,NA,NA,NA,NA,NA,NA,398,NA
"399",405,"Latetree",2,3,8,"cladeD",2,-13.553198262831,-13.4636387666235,-14.1298632396305,-17.7936165456179,-13.4636387666235,0.998105774273271,0.262880091182751,NA,NA,NA,NA,-16.3984112567799,NA,NA,FALSE,"drift_two_fast","loglik_selectiononestate",0.672131460206469,0.672131460206469,0.672131460206469,0,0,0.672131460206469,NA,NA,81,"No",1,NA,NA,NA,NA,NA,NA,NA,399,NA
"400",406,"Latetree",2,3,8,"cladeE",2,-12.7530922116397,-11.7881917148858,-12.8534392338667,-23.2125590721788,-11.7881917148858,0.998105774273271,0.262880091182751,NA,NA,NA,NA,-16.2955983513738,NA,NA,FALSE,"drift_two_fast","loglik_selectiononestate",0.164780218847239,0.164780218847239,0.164780218847239,0,0,0.164780218847239,NA,NA,48,"No",1,NA,NA,NA,NA,NA,NA,NA,400,NA
"401",407,"Latetree",2,3,8,"cladeF",2,-5.12929877454605,-3.7430381018857,-5.14681204071972,-8.07549914460849,-3.7430381018857,0.998105774273271,0.262880091182751,NA,NA,NA,NA,-5.15102957235244,NA,NA,FALSE,"drift_two_fast","loglik_selectiononestate",0.0958950029314483,0.0958950029314483,0.0958950029314483,0,0,0.0958950029314483,NA,NA,34,"No",1,NA,NA,NA,NA,NA,NA,NA,401,NA
"402",408,"Latetree",2,3,8,"ThreeQuarterSample",2,-29.1312630169971,-29.0182422987719,-29.8234949157739,-33.7188935644311,-29.0182422987719,0.998105774273271,0.262880091182751,NA,NA,NA,NA,-42.4728796794049,NA,NA,FALSE,"drift_two_fast","loglik_selectiononestate",0.634474706431511,0.634474706431511,0.634474706431511,0,0,0.634474706431511,NA,NA,200,"No",1,NA,NA,NA,NA,NA,NA,NA,402,NA
"403",409,"Latetree",2,3,8,"HalfSample",2,-29.6629487730497,-29.578114045396,-30.3559594286496,-49.2081533821115,-29.578114045396,0.998105774273271,0.262880091182751,NA,NA,NA,NA,-39.0320408779136,NA,NA,FALSE,"drift_two_fast","loglik_selectiononestate",0.68040574038994,0.68040574038994,0.68040574038994,0,0,0.68040574038994,NA,NA,103,"No",1,NA,NA,NA,NA,NA,NA,NA,403,NA
"404",410,"Latetree",2,3,8,"Rarelost",2,-34.582043745771,-34.4953583562195,-35.2750966520695,-53.042561561896,-34.4953583562195,0.998105774273271,0.262880091182751,NA,NA,NA,NA,-50.6279497894624,NA,NA,FALSE,"drift_two_fast","loglik_selectiononestate",0.67713330110629,0.67713330110629,0.67713330110629,0,0,0.67713330110629,NA,NA,290,"No",1,NA,NA,NA,NA,NA,NA,NA,404,NA
"405",411,"Latetree",2,3,8,"Frequentlost",2,-39.9848745887061,-39.9234665179197,-40.6779250154532,-65.7414601160298,-39.9234665179197,0.998105774273271,0.262880091182751,NA,NA,NA,NA,-55.9770221761115,NA,NA,FALSE,"drift_two_fast","loglik_selectiononestate",0.726000002600805,0.726000002600805,0.726000002600805,0,0,0.726000002600805,NA,NA,200,"No",1,NA,NA,NA,NA,NA,NA,NA,405,NA
"406",412,"Latetree",2,3,8,"Ecologyloss",2,-29.1849517187159,-29.1507723973171,-29.8653767534459,-44.9855316450961,-29.1507723973171,0.998105774273271,0.262880091182751,NA,NA,NA,NA,-46.7915775127052,NA,NA,FALSE,"drift_two_fast","loglik_selectiononestate",0.793741757106084,0.793741757106084,0.793741757106084,0,0,0.793741757106084,NA,NA,306,"No",1,NA,NA,NA,NA,NA,NA,NA,406,NA
"407",413,"Latetree",2,3,8,"horizontal10",2,-119.00568464934,-118.077830600593,-119.698836028098,-227.774280835745,-118.077830600593,0.998105774273271,0.262880091182751,-121.565226,-102.722709,-186.267876,-182.632826,-151.913011832803,NA,NA,FALSE,"drift_two_fast","loglik_selectiononestate",0.173120965670287,0.173120965670287,0.173120965670287,0,0,0.173120965670287,37.685034,NA,306,"Yes",1,NA,NA,1.30135445419732e-07,NA,NA,1,NA,407,NA
"408",414,"Latetree",2,3,8,"horizontalClade10",2,-36.3442494264188,-36.3363224546042,-37.0373411563964,-54.726654377117,-36.3363224546042,0.998105774273271,0.262880091182751,-39.823718,-32.906151,-104.526368,-101.56467,-53.6773082433916,NA,NA,FALSE,"drift_two_fast","loglik_selectiononestate",0.89980123195191,0.89980123195191,0.89980123195191,0,0,0.89980123195191,13.835134,NA,306,"Yes",1,NA,NA,0.00784026190962406,NA,NA,1,NA,408,NA
"409",415,"Latetree",2,3,8,"horizontalEcology10",2,-100.57539423337,-96.8154166051784,-101.268544915987,-128.964546514229,-96.8154166051784,0.998105774273271,0.262880091182751,-100.302812,-92.707822,-165.005462,-160.532994,-176.219884607462,NA,NA,FALSE,"drift_two_fast","loglik_selectiononestate",0.00610191957860662,0.00610191957860662,0.00610191957860662,1,1,0.00610191957860662,15.18998,NA,306,"Yes",1,NA,NA,0.00432297902772383,NA,NA,1,NA,409,NA
"410",416,"Latetree",2,3,8,"horizontalNeighbor10",2,-146.048778662366,-145.957537055793,-146.74192899388,-251.160901145094,-145.957537055793,0.998105774273271,0.262880091182751,-149.444933,-133.935112,-214.147583,-210.931541,-221.405192393188,NA,NA,FALSE,"drift_two_fast","loglik_selectiononestate",0.669247834642069,0.669247834642069,0.669247834642069,0,0,0.669247834642069,31.019642,NA,306,"Yes",1,NA,NA,3.0332813092393e-06,NA,NA,1,NA,410,NA
"411",417,"Latetree",2,3,9,"full",2,-43.3100688736059,-42.3303455809379,-44.0031367165423,-53.5833830811492,-42.3303455809379,1.00322314926575,0.279815253900397,-45.817741,-44.575923,-110.520391,-108.346518,-73.5190267221296,NA,NA,NA,"drift_two_fast","loglik_selectiononestate",0.161572517532752,0.161572517532752,0.161572517532752,0,0,0.161572517532752,2.48363599999999,NA,306,"No",1,NA,NA,0.647568398547398,NA,NA,0,NA,411,NA
"412",418,"Latetree",2,3,9,"cladeA",2,-17.7633986207051,-17.6648761653038,-18.2584242148886,-18.198514321267,-17.6648761653038,1.00322314926575,0.279815253900397,NA,NA,NA,NA,-25.8027424924996,NA,NA,FALSE,"drift_two_fast","loglik_selectiononestate",0.657116757023589,0.657116757023589,0.657116757023589,0,0,0.657116757023589,NA,NA,113,"No",1,NA,NA,NA,NA,NA,NA,NA,412,NA
"413",419,"Latetree",2,3,9,"cladeB",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"drift_two_fast","NA",NA,NA,NA,NA,NA,NA,NA,NA,21,"No",0.5,NA,NA,NA,NA,NA,NA,NA,413,NA
"414",420,"Latetree",2,3,9,"cladeC",2,-7.97944022390108,-7.95905157839655,-8.01583134973765,-9.98394546742436,-7.95905157839655,1.00322314926575,0.279815253900397,NA,NA,NA,NA,-7.95905157839656,NA,NA,FALSE,"drift_two_fast","loglik_selectiononestate",0.839968416936836,0.839968416936836,0.839968416936836,0,0,0.839968416936836,NA,NA,78,"No",1,NA,NA,NA,NA,NA,NA,NA,414,NA
"415",421,"Latetree",2,3,9,"cladeD",2,-8.84533841028002,-7.8653836428318,-9.46890708622592,-7.8653836428318,-7.8653836428318,1.00322314926575,0.279815253900397,NA,NA,NA,NA,-20.3687252956937,NA,NA,FALSE,"drift_two_fast","loglik_selectiononestate",0.161522993877066,0.161522993877066,0.161522993877066,0,0,0.161522993877066,NA,NA,81,"No",1,NA,NA,NA,NA,NA,NA,NA,415,NA
