"","X","Tree","NumberOfVariantsInModel","RateOfChange","Repetition","Sample","NumberOfVariantsObserved","loglik_drift","loglik_selectiononestate","loglik_pathways","loglik_pathwaystoone","loglik_unconstrained","phylosigLambda","phylosigK","BayestraitsIndependent_CladeA","BayestraitsDependent_CladeA","BayestraitsIndependent_Forest","BayestraitsDependent_Forest","loglik_pathwaysfromone","BayestraitsMultistate_Free","BayestraitsMultistate_Equal","Pathway_impossible","selection_variant","X.1","BT_dependent_CladeA_better","BT_dependent_Forest_better","chisq_BT_CladeAdependent_better","chisq_BT_Forestdependent_better","BT_CladeAdependent_wronglysupported","BT_Forestdependent_wronglysupported"
"448",448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,448,NA,NA,NA,NA,NA,NA
"449",449,"Grafentree",2,2,9,"horizontalEcology10",2,NA,NA,NA,NA,NA,0.779802588609328,0.0410616243195979,-92.833422,-87.914768,-157.536072,-149.976191,NA,NA,NA,NA,NA,449,9.83730800000001,15.119762,0.0432592177207881,0.00445916071205466,1,1
"450",450,"Grafentree",2,2,9,"horizontalNeighbor10",2,NA,NA,NA,NA,NA,0.685043399375076,0.0304938324681444,-124.861377,-117.242842,-189.564028,-186.245264,NA,NA,NA,NA,NA,450,15.23707,6.63752800000003,0.00423395013607353,0.15632865112808,1,0
"451",451,"Grafentree",2,2,10,"full",2,NA,NA,NA,NA,NA,1.00322314926575,110.843760757777,-7.045477,-4.196172,-71.748128,-67.657096,NA,NA,NA,NA,"Q_onlyandslowInEcology1",451,5.69861,8.182064,0.222815236354186,0.085132072054399,0,0
"452",452,"Grafentree",2,2,10,"ThreeQuarterSample",2,NA,NA,NA,NA,NA,1.00322314926575,110.843760757777,-6.767838,-4.195426,-48.496161,-45.475129,NA,NA,NA,NA,NA,452,5.144824,6.042064,0.272757814993299,0.196028854471192,0,0
"453",453,"Grafentree",2,2,10,"HalfSample",2,NA,NA,NA,NA,NA,1.00322314926575,54.0025476033442,-6.824954,-4.109886,-48.158954,-44.673798,NA,NA,NA,NA,NA,453,5.430136,6.97031200000001,0.245939177925358,0.137465442259543,0,0
"454",454,"Grafentree",2,2,10,"Rarelost",2,NA,NA,NA,NA,NA,1.00322314926575,97.8503688069328,-6.946187,-4.19165,-56.77379,-53.966538,NA,NA,NA,NA,NA,454,5.509074,5.614504,0.238933018261622,0.229846328357841,0,0
"455",455,"Grafentree",2,2,10,"Frequentlost",2,NA,NA,NA,NA,NA,1.00322314926575,64.9387470895947,-6.924359,-4.158322,-49.229504,-45.326497,NA,NA,NA,NA,NA,455,5.532074,7.80601399999999,0.236924502116927,0.0989482483332379,0,0
"456",456,"Grafentree",2,2,10,"Ecologyloss",2,NA,NA,NA,NA,NA,1.00322314926575,41.5911320272767,-6.64062,-4.033914,-2.705797,-1.390553,NA,NA,NA,NA,NA,456,5.213412,2.630488,0.266092547021072,0.621431918145386,0,0
"457",457,"Grafentree",2,2,10,"horizontal10",2,NA,NA,NA,NA,NA,0.570794388015694,0.0657455124326663,-90.162204,-70.372048,-154.864854,-150.717325,NA,NA,NA,NA,NA,457,39.580312,8.29505800000004,5.28569623625685e-08,0.0813485551574193,1,0
"458",458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,458,NA,NA,NA,NA,NA,NA
"459",459,"Grafentree",2,2,10,"horizontalEcology10",2,NA,NA,NA,NA,NA,0.497956887732733,0.0570789571397727,-78.42261,-55.491602,-143.12526,-138.209536,NA,NA,NA,NA,NA,459,45.862016,9.83144799999997,2.63118116183847e-09,0.0433646750005765,1,1
"460",460,"Grafentree",2,2,10,"horizontalNeighbor10",2,NA,NA,NA,NA,NA,0.415317090495309,0.0369243882666944,-121.472191,-97.280653,-186.174841,-181.733419,NA,NA,NA,NA,NA,460,48.383076,8.88284399999998,7.85241427436745e-10,0.0640954707786363,1,0
"461",461,"Grafentree",2,3,1,"full",2,NA,NA,NA,NA,NA,0.998365332837412,0.167894491956703,-44.086093,-41.845047,-108.788744,-107.634653,NA,NA,NA,NA,"Q_moreandslowInEcology1",461,4.48209199999999,2.30818199999999,0.344676189866132,0.679279789501492,0,0
"462",462,"Grafentree",2,3,1,"ThreeQuarterSample",2,NA,NA,NA,NA,NA,0.998365332837412,0.167894491956703,-25.686118,-24.476943,-54.391958,-52.090157,NA,NA,NA,NA,NA,462,2.41835,4.60360200000001,0.659313684263039,0.330439093427379,0,0
"463",463,"Grafentree",2,3,1,"HalfSample",2,NA,NA,NA,NA,NA,0.996652064195577,0.282117401936849,-26.884243,-25.525781,-66.511369,-65.023126,NA,NA,NA,NA,NA,463,2.71692400000001,2.97648599999999,0.606256395005636,0.561768092480705,0,0
"464",464,"Grafentree",2,3,1,"Rarelost",2,NA,NA,NA,NA,NA,1.00322314926575,0.122873818631801,-36.285578,-34.64194,-95.268984,-93.67041,NA,NA,NA,NA,NA,464,3.28727600000001,3.197148,0.510950786747514,0.525391717008,0,0
"465",465,"Grafentree",2,3,1,"Frequentlost",2,NA,NA,NA,NA,NA,0.987694407979936,0.161020997889146,-43.022461,-40.442888,-89.432526,-89.069789,NA,NA,NA,NA,NA,465,5.15914599999999,0.725473999999991,0.27135442250611,0.948150700473038,0,0
"466",466,"Grafentree",2,3,1,"Ecologyloss",2,NA,NA,NA,NA,NA,0.935485299828463,0.237905849601879,-23.289684,-21.771622,-19.347684,-19.266422,NA,NA,NA,NA,NA,466,3.036124,0.162524000000005,0.551798441296551,0.996871780574648,0,0
"467",467,"Grafentree",2,3,1,"horizontal10",2,NA,NA,NA,NA,NA,0.888158660892475,0.0331039959840704,-114.323302,-108.881982,-179.025952,-179.535592,NA,NA,NA,NA,NA,467,10.88264,-1.01928000000004,0.0279151280820437,1,1,0
"468",468,"Grafentree",2,3,1,"horizontalClade10",2,NA,NA,NA,NA,NA,0.984002869814008,0.230602175262127,-26.973583,-25.014311,-91.676234,-90.154438,NA,NA,NA,NA,NA,468,3.918544,3.04359199999999,0.417141949822873,0.550557072691324,0,0
"469",469,"Grafentree",2,3,1,"horizontalEcology10",2,NA,NA,NA,NA,NA,0.905636923613275,0.0465631914561762,-79.323615,-75.848987,-144.026266,-140.78201,NA,NA,NA,NA,NA,469,6.94925600000002,6.48851199999996,0.138594236023911,0.165515660938455,0,0
"470",470,"Grafentree",2,3,1,"horizontalNeighbor10",2,NA,NA,NA,NA,NA,0.840527607813765,0.0338751522705381,-103.703043,-99.39518,-168.405694,-167.229086,NA,NA,NA,NA,NA,470,8.615726,2.35321600000003,0.0714559792322671,0.671097868286542,0,0
"471",471,"Grafentree",2,3,2,"full",2,NA,NA,NA,NA,NA,1.00322314926575,0.441244264148744,-47.45732,-46.901174,-112.15997,-104.000955,NA,NA,NA,NA,"Q_moreandslowInEcology1",471,1.11229200000001,16.31803,0.892317071436881,0.00262079817712524,0,1
"472",472,"Grafentree",2,3,2,"ThreeQuarterSample",2,NA,NA,NA,NA,NA,1.00322314926575,0.441244264148744,-38.122678,-37.56498,-68.788436,-60.194066,NA,NA,NA,NA,NA,472,1.115396,17.18874,0.891821829028838,0.00177635186492464,0,1
"473",473,"Grafentree",2,3,2,"HalfSample",2,NA,NA,NA,NA,NA,1.00322314926575,0.367475264827587,-38.838676,-38.535751,-80.521994,-71.540128,NA,NA,NA,NA,NA,473,0.605850000000004,17.963732,0.96241140578723,0.00125440245255759,0,1
"474",474,"Grafentree",2,3,2,"Rarelost",2,NA,NA,NA,NA,NA,1.00322314926575,0.285072277856999,-44.656711,-43.963227,-106.741783,-100.560345,NA,NA,NA,NA,NA,474,1.386968,12.362876,0.84645684885861,0.014847283519577,0,1
"475",475,"Grafentree",2,3,2,"Frequentlost",2,NA,NA,NA,NA,NA,1.00322314926575,0.411356321963837,-46.253526,-45.753943,-97.115187,-89.055022,NA,NA,NA,NA,NA,475,0.999166000000002,16.12033,0.90992242483325,0.00286187673533411,0,1
"476",476,"Grafentree",2,3,2,"Ecologyloss",2,NA,NA,NA,NA,NA,1.00322314926575,0.41980693135284,-30.593353,-30.435141,-26.689098,-26.671394,NA,NA,NA,NA,NA,476,0.316423999999998,0.0354080000000039,0.988729430813649,0.999845121634282,0,0
"477",477,"Grafentree",2,3,2,"horizontal10",2,NA,NA,NA,NA,NA,0.974233368187558,0.0518867978592137,-103.364535,-102.318606,-168.067185,-159.190173,NA,NA,NA,NA,NA,477,2.091858,17.754024,0.718868353325595,0.00137844122803621,0,1
"478",478,"Grafentree",2,3,2,"horizontalClade10",2,NA,NA,NA,NA,NA,0.983065656730193,0.0797035760992122,-70.663802,-58.003695,-135.366452,-127.404806,NA,NA,NA,NA,NA,478,25.320214,15.923292,4.33750002992728e-05,0.00312384056284654,1,1
"479",479,"Grafentree",2,3,2,"horizontalEcology10",2,NA,NA,NA,NA,NA,0.969031417478528,0.0489744077650305,-94.710944,-93.006569,-159.413594,-148.565034,NA,NA,NA,NA,NA,479,3.40875,21.69712,0.49188803083041,0.000230247979343789,0,1
"480",480,"Grafentree",2,3,2,"horizontalNeighbor10",2,NA,NA,NA,NA,NA,0.892783251402783,0.0275284655478802,-146.733078,-146.498309,-211.435729,-205.550833,NA,NA,NA,NA,NA,480,0.469538,11.769792,0.976397899291182,0.0191478283239572,0,1
"481",481,"Grafentree",2,3,3,"full",2,NA,NA,NA,NA,NA,1.00322314926575,0.31280232952345,-34.677369,-31.980007,-99.380019,-92.745788,NA,NA,NA,NA,"Q_moreandslowInEcology1",481,5.394724,13.268462,0.249139472799214,0.0100358782009246,0,1
"482",482,"Grafentree",2,3,3,"ThreeQuarterSample",2,NA,NA,NA,NA,NA,1.00322314926575,0.31280232952345,-22.224496,-19.528589,-57.4145,-55.788869,NA,NA,NA,NA,NA,482,5.391814,3.251262,0.249404049506109,0.516691263605934,0,0
"483",483,"Grafentree",2,3,3,"HalfSample",2,NA,NA,NA,NA,NA,1.00322314926575,0.468984487415639,-23.698974,-21.0821,-65.019743,-61.421368,NA,NA,NA,NA,NA,483,5.233748,7.19675000000001,0.264143204098554,0.125849060862348,0,0
"484",484,"Grafentree",2,3,3,"Rarelost",2,NA,NA,NA,NA,NA,1.00322314926575,0.214006328533008,-33.518111,-30.420481,-89.923866,-84.262271,NA,NA,NA,NA,NA,484,6.19526,11.32319,0.185032972102231,0.0231621440585615,0,1
"485",485,"Grafentree",2,3,3,"Frequentlost",2,NA,NA,NA,NA,NA,1.00322314926575,0.477682243640534,-25.661931,-22.219214,-70.28266,-66.362805,NA,NA,NA,NA,NA,485,6.885434,7.83971000000003,0.142067799540581,0.0976294644296251,0,0
"486",486,"Grafentree",2,3,3,"Ecologyloss",2,NA,NA,NA,NA,NA,1.00322314926575,0.537147089481122,-20.556546,-18.337237,-16.631525,-16.492575,NA,NA,NA,NA,NA,486,4.43861800000001,0.277900000000002,0.349887970596656,0.99119577156213,0,0
"487",487,"Grafentree",2,3,3,"horizontal10",2,NA,NA,NA,NA,NA,0.896582278793084,0.0325312352881841,-116.57821,-100.101408,-181.280861,-171.616805,NA,NA,NA,NA,NA,487,32.953604,19.328112,1.22089348997267e-06,0.000677448403148762,1,1
"488",488,"Grafentree",2,3,3,"horizontalClade10",2,NA,NA,NA,NA,NA,0.884393359805896,0.0215861110689534,-91.924152,-80.223829,-156.626802,-150.992073,NA,NA,NA,NA,NA,488,23.400646,11.269458,0.000105300164798483,0.0236968967778165,1,1
"489",489,"Grafentree",2,3,3,"horizontalEcology10",2,NA,NA,NA,NA,NA,0.896163252883695,0.0316726680308784,-85.042743,-77.791206,-149.745393,-141.590702,NA,NA,NA,NA,NA,489,14.503074,16.309382,0.0058510302977306,0.00263091239555913,1,1
"490",490,"Grafentree",2,3,3,"horizontalNeighbor10",2,NA,NA,NA,NA,NA,0.953511564498375,0.0463771068745699,-86.868134,-81.182636,-151.570784,-142.232877,NA,NA,NA,NA,NA,490,11.370996,18.675814,0.0226962107195672,0.000909978514470611,1,1
"491",491,"Grafentree",2,3,4,"full",2,NA,NA,NA,NA,NA,0.989802979427861,0.15915199696565,-36.342512,-34.489836,-101.045162,-99.565737,NA,NA,NA,NA,"Q_moreandslowInEcology1",491,3.705352,2.95885000000001,0.447347984291146,0.564735204923967,0,0
"492",492,"Grafentree",2,3,4,"ThreeQuarterSample",2,NA,NA,NA,NA,NA,0.989802979427861,0.15915199696565,-29.865182,-27.781404,-70.882426,-70.087291,NA,NA,NA,NA,NA,492,4.167556,1.59027,0.383804284798903,0.810539849886655,0,0
"493",493,"Grafentree",2,3,4,"HalfSample",2,NA,NA,NA,NA,NA,1.00322314926575,0.436222203468892,-23.911554,-21.624089,-72.351655,-70.106609,NA,NA,NA,NA,NA,493,4.57492999999999,4.49009199999998,0.333754946320808,0.343723929514592,0,0
"494",494,"Grafentree",2,3,4,"Rarelost",2,NA,NA,NA,NA,NA,0.979482723150601,0.102478463548622,-32.362462,-30.594338,-89.773905,-88.744854,NA,NA,NA,NA,NA,494,3.536248,2.05810199999999,0.472388203893567,0.725073098322579,0,0
"495",495,"Grafentree",2,3,4,"Frequentlost",2,NA,NA,NA,NA,NA,0.982625460550595,0.202611097849772,-34.375971,-31.851733,-75.623263,-73.053772,NA,NA,NA,NA,NA,495,5.048476,5.138982,0.282359624218107,0.273332031173049,0,0
"496",496,"Grafentree",2,3,4,"Ecologyloss",2,NA,NA,NA,NA,NA,0.973467756891959,0.114120661866568,-28.052,-26.195941,-24.098695,-24.057543,NA,NA,NA,NA,NA,496,3.712118,0.0823040000000006,0.446365883149228,0.999176131988281,0,0
"497",497,"Grafentree",2,3,4,"horizontal10",2,NA,NA,NA,NA,NA,0.828216549193412,0.0245750612598848,-126.035704,-115.366497,-190.738354,-187.297628,NA,NA,NA,NA,NA,497,21.338414,6.88145199999997,0.000271308635691137,0.142287143843676,1,0
"498",498,"Grafentree",2,3,4,"horizontalClade10",2,NA,NA,NA,NA,NA,0.990523918930961,0.0655517106628581,-32.90861,-30.423182,-97.61126,-95.912783,NA,NA,NA,NA,NA,498,4.970856,3.39695399999999,0.290300945414265,0.493718649131095,0,0
"499",499,"Grafentree",2,3,4,"horizontalEcology10",2,NA,NA,NA,NA,NA,0.910621229517468,0.0249320481320253,-65.329543,-62.174606,-130.032193,-121.300521,NA,NA,NA,NA,NA,499,6.30987400000001,17.463344,0.177171031328595,0.00157061772923672,0,1
"500",500,"Grafentree",2,3,4,"horizontalNeighbor10",2,NA,NA,NA,NA,NA,0.887185829311892,0.0270883658175522,-89.926001,-89.276246,-154.628651,-148.026007,NA,NA,NA,NA,NA,500,1.29951,13.205288,0.861458661960134,0.0103150847276209,0,1
"501",501,"Grafentree",2,3,5,"full",2,NA,NA,NA,NA,NA,1.00322314926575,0.211949019043851,-55.413475,-51.75456,-120.116125,-116.729085,NA,NA,NA,NA,"Q_moreandslowInEcology1",501,7.31783,6.77408,0.120015735984853,0.148319691072794,0,0
"502",502,"Grafentree",2,3,5,"ThreeQuarterSample",2,NA,NA,NA,NA,NA,1.00322314926575,0.211949019043851,-38.649431,-34.359944,-76.825673,-71.953458,NA,NA,NA,NA,NA,502,8.578974,9.74442999999999,0.0725292221452538,0.0449599540724862,0,1
"503",503,"Grafentree",2,3,5,"HalfSample",2,NA,NA,NA,NA,NA,1.00322314926575,0.141866307275439,-50.353741,-46.85194,-98.622469,-95.098988,NA,NA,NA,NA,NA,503,7.003602,7.04696199999998,0.135697998585265,0.133427213132103,0,0
"504",504,"Grafentree",2,3,5,"Rarelost",2,NA,NA,NA,NA,NA,1.00322314926575,0.196006914661593,-46.352395,-43.146881,-104.057082,-99.030867,NA,NA,NA,NA,NA,504,6.411028,10.05243,0.170483377682193,0.0395537061496581,0,1
"505",505,"Grafentree",2,3,5,"Frequentlost",2,NA,NA,NA,NA,NA,1.00322314926575,0.177229993576011,-52.202076,-49.082143,-88.613903,-86.302308,NA,NA,NA,NA,NA,505,6.23986599999999,4.62318999999999,0.181936764713739,0.328189184925925,0,0
"506",506,"Grafentree",2,3,5,"Ecologyloss",2,NA,NA,NA,NA,NA,0.975977014573761,0.102299170198885,-42.219102,-38.898882,-38.34262,-38.322838,NA,NA,NA,NA,NA,506,6.64044,0.0395639999999986,0.156153829178847,0.999806897610103,0,0
"507",507,"Grafentree",2,3,5,"horizontal10",2,NA,NA,NA,NA,NA,0.960825495284837,0.0371324828272643,-111.90858,-110.146233,-176.611231,-173.890493,NA,NA,NA,NA,NA,507,3.52469400000001,5.44147600000002,0.474133515203948,0.244921882971323,0,0
"508",508,"Grafentree",2,3,5,"horizontalClade10",2,NA,NA,NA,NA,NA,0.953828469535597,0.0285594245581895,-109.588199,-91.532503,-174.290849,-165.462825,NA,NA,NA,NA,NA,508,36.111392,17.656048,2.74495782437434e-07,0.00144046960591193,1,1
"509",509,"Grafentree",2,3,5,"horizontalEcology10",2,NA,NA,NA,NA,NA,0.9397268156014,0.0327807707343824,-104.676913,-100.078784,-169.379563,-163.200092,NA,NA,NA,NA,NA,509,9.196258,12.358942,0.0563768556661682,0.0148724421813035,0,1
"510",510,"Grafentree",2,3,5,"horizontalNeighbor10",2,NA,NA,NA,NA,NA,0.952571624654153,0.0353562999839937,-118.523407,-114.677882,-183.226057,-180.568502,NA,NA,NA,NA,NA,510,7.69105000000002,5.31511,0.103573952823109,0.256465761013967,0,0
"511",511,"Grafentree",2,3,6,"full",2,NA,NA,NA,NA,NA,0.996484285051467,0.195078092363243,-58.083363,-56.906386,-122.786013,-119.678416,NA,NA,NA,NA,"Q_moreandslowInEcology1",511,2.353954,6.215194,0.670964007994804,0.183643515929688,0,0
"512",512,"Grafentree",2,3,6,"ThreeQuarterSample",2,NA,NA,NA,NA,NA,0.996484285051467,0.195078092363243,-44.022598,-43.518511,-81.088053,-77.499223,NA,NA,NA,NA,NA,512,1.00817400000001,7.17766,0.908554021693118,0.12679230684597,0,0
"513",513,"Grafentree",2,3,6,"HalfSample",2,NA,NA,NA,NA,NA,1.00322314926575,0.493573887793188,-37.015883,-34.989275,-71.252681,-67.74578,NA,NA,NA,NA,NA,513,4.05321600000001,7.013802,0.398851752200686,0.135160648062988,0,0
"514",514,"Grafentree",2,3,6,"Rarelost",2,NA,NA,NA,NA,NA,0.998745211193599,0.24269149648929,-51.487701,-50.426174,-105.723293,-102.129865,NA,NA,NA,NA,NA,514,2.123054,7.18685600000001,0.713138213404542,0.126337116928286,0,0
"515",515,"Grafentree",2,3,6,"Frequentlost",2,NA,NA,NA,NA,NA,0.998067426784228,0.194101135892019,-48.861232,-48.123685,-106.416224,-105.077773,NA,NA,NA,NA,NA,515,1.475094,2.67690200000001,0.831043905031582,0.61326247375762,0,0
"516",516,"Grafentree",2,3,6,"Ecologyloss",2,NA,NA,NA,NA,NA,1.00322314926575,0.295261569611278,-35.101447,-34.633641,-31.187332,-31.18068,NA,NA,NA,NA,NA,516,0.935612000000006,0.0133040000000051,0.919397025268509,0.999977973318699,0,0
"517",517,"Grafentree",2,3,6,"horizontal10",2,NA,NA,NA,NA,NA,0.9491581087158,0.0390603288131524,-124.175911,-123.89324,-188.878562,-184.007075,NA,NA,NA,NA,NA,517,0.565341999999987,9.742974,0.966836016543345,0.0449871189265622,0,1
"518",518,"Grafentree",2,3,6,"horizontalClade10",2,NA,NA,NA,NA,NA,0.974272134351727,0.0531634553776241,-108.474941,-89.282612,-173.177591,-168.772921,NA,NA,NA,NA,NA,518,38.384658,8.80934000000002,9.33391484103652e-08,0.0660458153803875,1,0
"519",519,"Grafentree",2,3,6,"horizontalEcology10",2,NA,NA,NA,NA,NA,0.950164969707023,0.0372323937780349,-116.272849,-116.116636,-180.975499,-176.087419,NA,NA,NA,NA,NA,519,0.312425999999988,9.77616,0.988997979170366,0.0443718494636536,0,1
"520",520,"Grafentree",2,3,6,"horizontalNeighbor10",2,NA,NA,NA,NA,NA,0.920042143567975,0.0288726619196289,-146.516431,-145.23691,-211.219082,-208.915053,NA,NA,NA,NA,NA,520,2.55904200000003,4.60805799999997,0.634095524190305,0.329926173195318,0,0
"521",521,"Grafentree",2,3,7,"full",2,NA,NA,NA,NA,NA,0.997148368685444,0.148500915936013,-63.699925,-60.367949,-128.402575,-125.580667,NA,NA,NA,NA,"Q_moreandslowInEcology1",521,6.66395199999999,5.64381600000002,0.154748786203734,0.227374185204349,0,0
"522",522,"Grafentree",2,3,7,"ThreeQuarterSample",2,NA,NA,NA,NA,NA,0.997148368685444,0.148500915936013,-35.084076,-32.84418,-67.845677,-65.750422,NA,NA,NA,NA,NA,522,4.479792,4.19050999999999,0.344950355475866,0.38083666128953,0,0
"523",523,"Grafentree",2,3,7,"HalfSample",2,NA,NA,NA,NA,NA,0.986325217316313,0.11447868529874,-50.512813,-47.568517,-92.420456,-88.993883,NA,NA,NA,NA,NA,523,5.888592,6.85314600000001,0.207624210130152,0.143855305933513,0,0
"524",524,"Grafentree",2,3,7,"Rarelost",2,NA,NA,NA,NA,NA,0.998345944215837,0.176864909675578,-46.009429,-44.423947,-101.313987,-98.811365,NA,NA,NA,NA,NA,524,3.170964,5.005244,0.529633485170181,0.286759851137913,0,0
"525",525,"Grafentree",2,3,7,"Frequentlost",2,NA,NA,NA,NA,NA,0.996140103555889,0.220255614306946,-51.989558,-50.530438,-100.459281,-97.12779,NA,NA,NA,NA,NA,525,2.91824000000001,6.662982,0.571599654350792,0.154806523776379,0,0
"526",526,"Grafentree",2,3,7,"Ecologyloss",2,NA,NA,NA,NA,NA,0.953794965591163,0.0790189655534788,-50.697404,-48.367859,-46.784443,-46.784074,NA,NA,NA,NA,NA,526,4.65908999999999,0.000738000000012562,0.32409799928979,0.999999931936245,0,0
"527",527,"Grafentree",2,3,7,"horizontal10",2,NA,NA,NA,NA,NA,0.93311645792986,0.0335901349677155,-132.765058,-131.153957,-197.467709,-193.161188,NA,NA,NA,NA,NA,527,3.22220200000004,8.61304200000001,0.521352423872568,0.0715338468784331,0,0
"528",528,"Grafentree",2,3,7,"horizontalClade10",2,NA,NA,NA,NA,NA,0.996458120857642,0.33231802105672,-32.203532,-29.486233,-96.906182,-93.786865,NA,NA,NA,NA,NA,528,5.43459800000001,6.23863399999999,0.245538463298948,0.18202165288614,0,0
"529",529,"Grafentree",2,3,7,"horizontalEcology10",2,NA,NA,NA,NA,NA,0.949197978010037,0.0368301475541946,-110.725481,-108.872874,-175.428131,-170.417261,NA,NA,NA,NA,NA,529,3.70521400000001,10.02174,0.447368031249979,0.0400630625258089,0,1
"530",530,"Grafentree",2,3,7,"horizontalNeighbor10",2,NA,NA,NA,NA,NA,0.924832227192097,0.0323582850218904,-134.989605,-129.289171,-199.692255,-194.181357,NA,NA,NA,NA,NA,530,11.400868,11.021796,0.0224096927965869,0.0263201463622604,1,1
"531",531,"Grafentree",2,3,8,"full",2,NA,NA,NA,NA,NA,1.00322314926575,0.499948812397057,-31.187975,-30.108605,-95.890626,-93.065154,NA,NA,NA,NA,"Q_moreandslowInEcology1",531,2.15874,5.65094399999998,0.706589759515516,0.226776542265611,0,0
"532",532,"Grafentree",2,3,8,"ThreeQuarterSample",2,NA,NA,NA,NA,NA,1.00322314926575,0.499948812397057,-22.193184,-20.819617,-51.619901,-49.531178,NA,NA,NA,NA,NA,532,2.747134,4.177446,0.600992326127908,0.382523471913792,0,0
"533",533,"Grafentree",2,3,8,"HalfSample",2,NA,NA,NA,NA,NA,1.00322314926575,0.496003139770794,-25.766334,-24.401354,-66.336676,-65.198222,NA,NA,NA,NA,NA,533,2.72996,2.27690799999999,0.603982270622901,0.684976421862493,0,0
"534",534,"Grafentree",2,3,8,"Rarelost",2,NA,NA,NA,NA,NA,1.00322314926575,0.374973873592924,-27.234836,-26.119387,-83.331296,-81.055932,NA,NA,NA,NA,NA,534,2.230898,4.55072799999999,0.693376652812567,0.336574757688326,0,0
"535",535,"Grafentree",2,3,8,"Frequentlost",2,NA,NA,NA,NA,NA,1.00322314926575,0.813039218455867,-26.580442,-25.295073,-71.283553,-68.620673,NA,NA,NA,NA,NA,535,2.57073800000001,5.32576,0.632015410944562,0.255475113612609,0,0
"536",536,"Grafentree",2,3,8,"Ecologyloss",2,NA,NA,NA,NA,NA,1.00322314926575,0.251629238019254,-28.378118,-27.311994,-24.432195,-24.403006,NA,NA,NA,NA,NA,536,2.132248,0.0583779999999976,0.71145037439915,0.999582200757815,0,0
"537",537,"Grafentree",2,3,8,"horizontal10",2,NA,NA,NA,NA,NA,0.919963739786814,0.0320797599310608,-111.877946,-108.975806,-176.580596,-173.082512,NA,NA,NA,NA,NA,537,5.80427999999998,6.99616800000001,0.21424932342055,0.136090867677128,0,0
"538",538,"Grafentree",2,3,8,"horizontalClade10",2,NA,NA,NA,NA,NA,0.990500488386442,0.0641524019548158,-41.653013,-36.671393,-106.355664,-104.202349,NA,NA,NA,NA,NA,538,9.96324,4.30663000000001,0.0410514727924041,0.366095621207045,1,0
"539",539,"Grafentree",2,3,8,"horizontalEcology10",2,NA,NA,NA,NA,NA,0.86642373034139,0.0301272911542384,-72.716759,-69.391845,-137.419409,-131.049285,NA,NA,NA,NA,NA,539,6.64982799999999,12.740248,0.155591430259613,0.0126172611627722,0,1
"540",540,"Grafentree",2,3,8,"horizontalNeighbor10",2,NA,NA,NA,NA,NA,0.896023086309911,0.0244178431211238,-102.83508,-102.517779,-167.53773,-164.183712,NA,NA,NA,NA,NA,540,0.634602000000001,6.70803599999999,0.959142086835728,0.152145359430727,0,0
"541",541,"Grafentree",2,3,9,"full",2,NA,NA,NA,NA,NA,0.9939836340045,0.125204082029409,-50.255225,-42.741086,-114.957875,-107.834797,NA,NA,NA,NA,"Q_moreandslowInEcology1",541,15.028278,14.246156,0.00464292461346649,0.00654948503121955,1,1
"542",542,"Grafentree",2,3,9,"ThreeQuarterSample",2,NA,NA,NA,NA,NA,0.9939836340045,0.125204082029409,-36.769143,-30.792162,-77.842231,-72.977842,NA,NA,NA,NA,NA,542,11.953962,9.72877800000001,0.0176969194259725,0.0452528014323894,1,1
"543",543,"Grafentree",2,3,9,"HalfSample",2,NA,NA,NA,NA,NA,0.976466686180173,0.137021182536187,-28.908884,-24.764797,-66.980248,-63.572731,NA,NA,NA,NA,NA,543,8.288174,6.81503400000001,0.0815744564025949,0.145991700080168,0,0
"544",544,"Grafentree",2,3,9,"Rarelost",2,NA,NA,NA,NA,NA,1.00322314926575,0.147025031535584,-39.554023,-34.309296,-103.579521,-98.90922,NA,NA,NA,NA,NA,544,10.489454,9.34060199999999,0.0329425688233751,0.0531275954580712,1,0
"545",545,"Grafentree",2,3,9,"Frequentlost",2,NA,NA,NA,NA,NA,0.968287536098272,0.122155195443573,-48.846645,-39.843057,-99.499694,-91.425575,NA,NA,NA,NA,NA,545,18.007176,16.148238,0.00123011923981275,0.00282656607698628,1,1
"546",546,"Grafentree",2,3,9,"Ecologyloss",2,NA,NA,NA,NA,NA,0.99017199084617,0.148040750784639,-31.865602,-26.789237,-27.904699,-27.890972,NA,NA,NA,NA,NA,546,10.15273,0.0274539999999988,0.0379320702238031,0.999906642508733,1,0
"547",547,"Grafentree",2,3,9,"horizontal10",2,NA,NA,NA,NA,NA,0.884255177884735,0.0350035825763877,-110.414172,-91.651267,-175.116822,-168.065407,NA,NA,NA,NA,NA,547,37.52581,14.10283,1.403539621192e-07,0.00697399430300993,1,1
"548",548,"Grafentree",2,3,9,"horizontalClade10",2,NA,NA,NA,NA,NA,0.514217896887535,0.0198123045067711,-102.184302,-93.194612,-166.886952,-163.270026,NA,NA,NA,NA,NA,548,17.97938,7.23385200000001,0.00124560186664813,0.12403433155395,1,0
