"","Tree","Repetition","Sample","pvalue_ecology","pvalue_alternative","pvalue_clade","variance_trait","median_Ecology1","median_Ecology2","median_Alternative1","median_Alternative2","median_CladeA","median_OtherClades","predictor_variable"
"68","PamaNyungantree","7","quarterloss","0.0800000000000001","0.002","0.001","4.25548485980602","2.85994120400634","2.83768316862865","2.79922129010909","2.86318485117647","2.98146819893146","-1.30020858347101","simmapattemptCladeA"
"69","PamaNyungantree","7","halfloss","0.054","0.002","0.001","4.25548485980602","2.84780709791948","2.86840920280416","2.80193852316049","2.8974612555584","3.00649427963616","-1.21073371156845","simmapattemptCladeA"
"70","PamaNyungantree","7","positiveloss","0.002","0.002","0.001","4.25548485980602","2.84780709791948","2.71854840334544","-1.00393858739709","2.86568192553383","3.0027451137307","-1.25746287024314","simmapattemptCladeA"
"71","PamaNyungantree","7","ecologyloss",NA,"0.002","0.001","4.25548485980602",NA,"2.80960103250412","-1.04374124243071","2.87979607706664","3.04211438650762","-1.3263512540847","simmapattemptCladeA"
"72","PamaNyungantree","7","horizontal10","0.004","0.002","0.001","4.25548485980602","2.89815396364283","2.77942694907889","0.981010448771034","2.86975503602494","2.96146939158467","-1.23456336347128","simmapattemptCladeA"
"73","PamaNyungantree","7","horizontal10clade","0.00800000000000001","0.002","0.001","4.25548485980602","2.84780709791948","2.80670902721657","1.00297927484742","2.86975503602494","2.99081310979487","-1.27887059672939","simmapattemptCladeA"
"74","PamaNyungantree","7","horizontal10ecology","0.014","0.002","0.001","4.25548485980602","2.84780709791948","2.81241937252582","2.77270923926404","2.86702775875461","2.96833308238221","-1.2036161709387","simmapattemptCladeA"
"75","PamaNyungantree","7","horizontalnodes","0.001","0.002","0.001","4.25548485980602","2.84780709791948","2.79223616122517","0.970848513458762","2.86975503602494","2.99081310979487","-1.25746287024314","simmapattemptCladeA"
"76","PamaNyungantree","7","horizontalnodesecology","0.001","0.002","0.001","4.25548485980602","2.84780709791948","2.79199942177503","-0.901383913196239","2.86975503602494","2.97059571220522","-1.25746287024314","simmapattemptCladeA"
"77","PamaNyungantree","7","horizontalneighbor","0.002","0.002","0.001","4.25548485980602","2.86318485117647","2.80670902721657","2.74763585102562","2.86292719435723","2.96833308238221","-1.21003823285821","simmapattemptCladeA"
"78","PamaNyungantree","8","full","0.001","0.001","0.001","4.89833682297629","2.66653500795863","2.24304547445279","0.33971340077465","2.57758478833908","2.72284898613617","-1.892167100694","simmapattemptCladeA"
"79","PamaNyungantree","8","quarterloss","0.26","0.001","0.001","4.89833682297629","2.67026004222293","2.24301734161233","2.66251715811502","2.54905822108932","2.73043939654145","-1.87664242939335","simmapattemptCladeA"
"80","PamaNyungantree","8","halfloss","0.028","0.001","0.001","4.89833682297629","2.692605674767","2.24361748023775","2.41307206338328","2.5702543487839","2.72422118315296","-1.89753451594516","simmapattemptCladeA"
"81","PamaNyungantree","8","positiveloss","0.00600000000000001","0.001","0.001","4.89833682297629","2.66591409303579","1.97112157241421","-1.67212233771551","2.51381809922033","2.73335748876562","-1.892167100694","simmapattemptCladeA"
"82","PamaNyungantree","8","ecologyloss",NA,"0.001","0.001","4.89833682297629",NA,"2.28228278633527","-1.72485139756031","2.53143816015483","2.73715788445278","-1.92641602915902","simmapattemptCladeA"
"83","PamaNyungantree","8","horizontal10","0.00800000000000001","0.001","0.001","4.89833682297629","2.66630091751119","2.30039446420754","2.56848407438403","2.59833407876218","2.71357195361673","-1.88289835226468","simmapattemptCladeA"
"84","PamaNyungantree","8","horizontal10clade","0.001","0.001","0.001","4.89833682297629","2.66653500795863","2.24304547445279","0.369683806092623","2.57758478833908","2.72284898613617","-1.90991159477275","simmapattemptCladeA"
"85","PamaNyungantree","8","horizontal10ecology","0.014","0.001","0.001","4.89833682297629","2.66653500795863","2.27840825539782","2.60132120011477","2.5563886606445","2.71357195361673","-1.87642739838734","simmapattemptCladeA"
"86","PamaNyungantree","8","horizontalnodes","0.002","0.001","0.001","4.89833682297629","2.66380566072936","2.24304547445279","0.165946390827092","2.57758478833908","2.72284898613617","-1.892167100694","simmapattemptCladeA"
"87","PamaNyungantree","8","horizontalnodesecology","0.001","0.001","0.001","4.89833682297629","2.65965356977803","2.23459888087391","0.292912496388843","2.54353942168923","2.67020861441237","-1.892167100694","simmapattemptCladeA"
"88","PamaNyungantree","8","horizontalneighbor","0.014","0.001","0.001","4.89833682297629","2.67544554684924","2.24304547445279","2.46714479637251","2.55227866451078","2.7096676245938","-1.87180519630543","simmapattemptCladeA"
"89","PamaNyungantree","9","full","0.002","0.001","0.001","4.32577131943239","2.71040526899433","2.36637927326203","0.629772091754788","2.8417156035733","2.82833025694241","-1.48822793509502","simmapattemptCladeA"
"90","PamaNyungantree","9","quarterloss","0.0580000000000001","0.001","0.001","4.32577131943239","2.73741683652872","2.61870771320578","2.37808518550068","2.87133970688902","2.85565641148703","-1.47834116858257","simmapattemptCladeA"
"91","PamaNyungantree","9","halfloss","0.024","0.001","0.001","4.32577131943239","2.7155117286529","2.40393421937067","-1.0102690256567","2.81772914321322","2.82317112583657","-1.50798465840855","simmapattemptCladeA"
"92","PamaNyungantree","9","positiveloss","0.001","0.001","0.001","4.32577131943239","2.70878758327839","2.22328484817709","-1.23416348032115","2.83744569506606","2.83386856845437","-1.48822793509502","simmapattemptCladeA"
"93","PamaNyungantree","9","ecologyloss",NA,"0.001","0.001","4.32577131943239",NA,"2.39819937626258","-1.0728645305034","2.85565641148703","2.81686157006954","-1.5217055215169","simmapattemptCladeA"
