"","Tree","Repetition","Sample","pvalue_ecology","pvalue_clade","variance_trait","pvalue_trend"
"295","Earlytree","7","horizontalnodes","0.568","0.262","0.331762181176768","1"
"296","Earlytree","7","horizontalnodesecology","0.658","0.374","0.331762181176768","1"
"297","Earlytree","7","horizontalneighbor","0.734","0.328","0.331762181176768","0"
"298","Earlytree","8","full","0.172","0.001","0.959660790637863","1"
"299","Earlytree","8","threequarter","0.306","0.002","0.959660790637863","0.977127633531027"
"300","Earlytree","8","half","0.532","0.002","0.959660790637863","0.999990036449122"
"301","Earlytree","8","positiveloss","0.328","0.001","0.959660790637863","1"
"302","Earlytree","8","ecologyloss",NA,"0.001","0.959660790637863","0.99454162770509"
"303","Earlytree","8","horizontal10","0.272","0.001","0.959660790637863","0"
"304","Earlytree","8","horizontal10clade","0.18","0.001","0.959660790637863","1"
"305","Earlytree","8","horizontal10ecology","0.18","0.001","0.959660790637863","0"
"306","Earlytree","8","horizontalnodes","0.17","0.001","0.959660790637863","1"
"307","Earlytree","8","horizontalnodesecology","0.196","0.001","0.959660790637863","1"
"308","Earlytree","8","horizontalneighbor","0.32","0.001","0.959660790637863","0"
"309","Earlytree","9","full","0.074","0.001","0.825199432823793","1"
"310","Earlytree","9","threequarter","0.294","0.006","0.825199432823793","0.972399197622546"
"311","Earlytree","9","half","0.13","0.006","0.825199432823793","0.999993569987313"
"312","Earlytree","9","positiveloss","0.174","0.001","0.825199432823793","0.999999999588468"
"313","Earlytree","9","ecologyloss",NA,"0.006","0.825199432823793","0.999998375907467"
"314","Earlytree","9","horizontal10","0.132","0.002","0.825199432823793","0"
"315","Earlytree","9","horizontal10clade","0.076","0.001","0.825199432823793","0.998854026606301"
"316","Earlytree","9","horizontal10ecology","0.074","0.001","0.825199432823793","0"
"317","Earlytree","9","horizontalnodes","0.142","0.001","0.825199432823793","0.999999583422294"
"318","Earlytree","9","horizontalnodesecology","0.052","0.001","0.825199432823793","0"
"319","Earlytree","9","horizontalneighbor","0.114","0.001","0.825199432823793","0"
"320","Earlytree","10","full","0.796","0.384","0.0983021496538443","1"
"321","Earlytree","10","threequarter","0.822","0.538","0.0983021496538443","0.999999999890959"
"322","Earlytree","10","half","0.882","0.556","0.0983021496538443","0.999999999999976"
"323","Earlytree","10","positiveloss","0.732","0.52","0.0983021496538443","0.999999999999997"
"324","Earlytree","10","ecologyloss",NA,"0.602","0.0983021496538443","0.999999999885452"
"325","Earlytree","10","horizontal10","0.704","0.502","0.0983021496538443","1"
"326","Earlytree","10","horizontal10clade","0.694","0.376","0.0983021496538443","0.999999999999111"
"327","Earlytree","10","horizontal10ecology","0.646","0.47","0.0983021496538443","1"
"328","Earlytree","10","horizontalnodes","0.784","0.428","0.0983021496538443","1"
"329","Earlytree","10","horizontalnodesecology","0.756","0.466","0.0983021496538443","1"
"330","Earlytree","10","horizontalneighbor","0.746","0.486","0.0983021496538443","0.999999930841205"
"331","Latetree","1","full","0.99","0.65","0.120892894185825","1"
"332","Latetree","1","threequarter","0.978","0.844","0.120892894185825","0.999999999999991"
"333","Latetree","1","half","0.972","0.79","0.120892894185825","1"
"334","Latetree","1","positiveloss","0.95","0.75","0.120892894185825","0.999999999999998"
"335","Latetree","1","ecologyloss",NA,"0.808","0.120892894185825","0.99999999982035"
"336","Latetree","1","horizontal10","0.958","0.674","0.120892894185825","0"
"337","Latetree","1","horizontal10clade","0.93","0.646","0.120892894185825","0"
"338","Latetree","1","horizontal10ecology","0.94","0.798","0.120892894185825","0"
"339","Latetree","1","horizontalnodes","0.93","0.674","0.120892894185825","1"
"340","Latetree","1","horizontalnodesecology","0.994","0.762","0.120892894185825","1"
"341","Latetree","1","horizontalneighbor","0.958","0.712","0.120892894185825","0"
"342","Latetree","2","full","0.64","0.69","0.147660472708571","1"
"343","Latetree","2","threequarter","0.772","0.8","0.147660472708571","0.999999999873035"
"344","Latetree","2","half","0.81","0.826","0.147660472708571","0.999999999999999"
"345","Latetree","2","positiveloss","0.728","0.9","0.147660472708571","1"
"346","Latetree","2","ecologyloss",NA,"0.59","0.147660472708571","0.999999999999977"
"347","Latetree","2","horizontal10","0.642","0.748","0.147660472708571","0"
